inchi_key,level1,level2,level3,level4,level5,name,smiles
JIEKMACRVQTPRC-UHFFFAOYSA-N,M,M01,M01A,M01AB,M01AB10,Fentiazac,OC(=O)CC1SC(NC1-C1CCC(CL)CC1)-C1CCCCC1
UVIQSJCZCSLXRZ-HCWFNAMGSA-N,,,,,,,CC(=O)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@@H](CC=C4C4CCCNC4)[C@H]3CC=C2C1
AQGNHMOJWBZFQQ-UHFFFAOYSA-N,,,,,,,CC1C[NH]C(N1)-C1CNC(NCCNC2CCC(CN2)C#N)NC1-C1CCC(CL)CC1CL
WYWIFABBXFUGLM-UHFFFAOYSA-N,S,S01,S01G,S01GA,S01GA04,Oxymetazoline,CC1CC(C(O)C(C)C1CC1=NCCN1)C(C)(C)C
MOTJMGVDPWRKOC-QPVYNBJUSA-N,,,,,,Atrasentan,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C1CCC(OC)CC1)C(O)=O)C1CCC2OCOC2C1
ZJVFLBOZORBYFE-UHFFFAOYSA-N,R,R03,R03D,R03DC,R03DC04,Ibudilast,CC(C)C(=O)C1C(NN2CCCCC12)C(C)C
YZDJQTHVDDOVHR-UHFFFAOYSA-N,,,,,,"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",CCCS(=O)(=O)NC1CCC(F)C(C(=O)C2C[NH]C3NCC(CL)CC23)C1F
HRNLUBSXIHFDHP-UHFFFAOYSA-N,,,,,,Mocetinostat,NC1CCCCC1NC(=O)C1CCC(CNC2NCCC(N2)-C2CCCNC2)CC1
AAOVKJBEBIDNHE-UHFFFAOYSA-N,N,N05,N05B,N05BA,N05BA01,Diazepam,CN1C2CCC(CL)CC2C(=NCC1=O)C1CCCCC1
REZGGXNDEMKIQB-UHFFFAOYSA-N,,,,,,,CCCOC1CCCCC1-C1NC2[NH]NNC2C(=O)[NH]1
FNHKPVJBJVTLMP-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE21,Regorafenib,CNC(=O)C1CC(OC2CCC(NC(=O)NC3CCC(CL)C(C3)C(F)(F)F)C(F)C2)CCN1
DNTVJEMGHBIUMW-IBGZPJMESA-N,,,,,,MK-0893,COC1CCC2CC(CCC2C1)-C1CC(NN1[C@@H](C)C1CCC(CC1)C(=O)NCCC(O)=O)-C1CC(CL)CC(CL)C1
IENZFHBNCRQMNP-UHFFFAOYSA-N,,,,,,,FC1CCC(CN2CCC(CC2)NC2NCNC3SC(CL)CC23)CC1C#N
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,,,,,,Sotrastaurin,CN1CCN(CC1)C1NC(C2=C(C(=O)NC2=O)C2C[NH]C3CCCCC23)C2CCCCC2N1
AGOYDEPGAOXOCK-BVGAJGDJSA-N,,,,,,,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
RIJLVEAXPNLDTC-UHFFFAOYSA-N,,,,,,Filgotinib,O=C(NC1NC2CCCC(-C3CCC(CN4CCS(=O)(=O)CC4)CC3)N2N1)C1CC1
YJEJKUQEXFSVCJ-WRFMNRASSA-N,,,,,,Bevirimat,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
INAAIJLSXJJHOZ-UHFFFAOYSA-N,,,,,,,CN1CCN(CC1)C1CCC2NC([NH]C2C1)-C1CCC2NC([NH]C2C1)-C1CCC(O)CC1
YTKUWDBFDASYHO-UHFFFAOYSA-N,L,L01,L01A,L01AA,L01AA09,Bendamustine,CN1C(CCCC(O)=O)NC2CC(CCC12)N(CCCL)CCCL
WDFKMLRRRCGAKS-UHFFFAOYSA-N,,,,,,Chloroxine,OC1C(CL)CC(CL)C2CCCNC12
GKJCVYLDJWTWQU-CXLRFSCWSA-N,,,,,,LY-2874455,C[C@@H](OC1CCC2[NH]NC(\C=C\C3CNN(CCO)C3)C2C1)C1C(CL)CNCC1CL
YXSLJKQTIDHPOT-LJCJQEJUSA-N,M,M03,M03A,M03AC,M03AC11,Cisatracurium,COC1CCC(C[C@@H]2C3CC(OC)C(OC)CC3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3CC(OC)C(OC)CC3[C@H]2CC2CCC(OC)C(OC)C2)CC1OC
CIUUIPMOFZIWIZ-UHFFFAOYSA-N,,,,,,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,NC1NC(-C2CCCCC2)C(BR)C(=O)[NH]1
YLFZHHDVRSYTKT-NRFANRHFSA-N,,,,,,Firategrast,CCOCC1CC(OC)C(-C2CCC(C[C@H](NC(=O)C3C(F)CCCC3F)C(O)=O)CC2)C(OC)C1
ZMELOYOKMZBMRB-DLBZAZTESA-N,,,,,,Talmapimod,C[C@H]1CN([C@H](C)CN1CC1CCC(F)CC1)C(=O)C1CC2C(CN(C)C2CC1CL)C(=O)C(=O)N(C)C
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,C,C01,C01B,C01BD,C01BD01,Amiodarone,CCCCC1OC2CCCCC2C1C(=O)C1CC(I)C(OCCN(CC)CC)C(I)C1
DNVXATUJJDPFDM-QGZVFWFLSA-N,,,,,,,CC1SC-2C(C1C)C(=N[C@H](CC(=O)OC(C)(C)C)C1NNC(C)N-21)C1CCC(CL)CC1
VTGBZWHPJFMTKS-UHFFFAOYSA-N,,,,,,,CCC1CCC(OCC2CCCCC2C(=O)NC2CCC3NC(C)CC(N)C3C2)CC1
NCNRHFGMJRPRSK-MDZDMXLPSA-N,L,L01,L01X,L01XX,L01XX49,Belinostat,ONC(=O)\C=C\C1CCCC(C1)S(=O)(=O)NC1CCCCC1
NZHGWWWHIYHZNX-CSKARUKUSA-N,,,,,,Tranilast,COC1CCC(\C=C\C(=O)NC2CCCCC2C(O)=O)CC1OC
CRDNMYFJWFXOCH-YPKPFQOOSA-N,,,,,,,O=C1NC2CCCCC2\C1=C1\NC2CCCCC2C1=O
STZYTFJPGGDRJD-FAJFTSBPSA-N,,,,,,,C[C@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@H]1C[C@@H]2CC[C@H](C1)N2C
FIHJKUPKCHIPAT-AXFKQHSWSA-N,,,,,,,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4
HKSZLNNOFSGOKW-FYTWVXJKSA-N,,,,,,Staurosporine,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)N3C4CCCCC4C5C6CNC(=O)C6C7C8CCCCC8N2C7C35
NIDRNVHMMDAAIK-MGNBDDOMSA-N,,,,,,,NC1=N[C@]2(COC[C@@H]2CS1)C1CC(NC(=O)C2CCC(F)CN2)CCC1F
IDYKCXHJJGMAEV-RRKCRQDMSA-N,,,,,,5-fluoro-2'-deoxycytidine,NC1NC(=O)N(CC1F)[C@H]1C[C@H](O)[C@@H](CO)O1
RXQCGGRTAILOIN-UHFFFAOYSA-N,C,C01,C01C,C01CA,C01CA11,Mephentermine,CNC(C)(C)CC1CCCCC1
QIHLUZAFSSMXHQ-UHFFFAOYSA-N,N,N04,N04B,N04BX,N04BX03,Budipine,CC(C)(C)N1CCC(CC1)(C1CCCCC1)C1CCCCC1
OVBPIULPVIDEAO-LBPRGKRZSA-N,B,B03,B03A,B03AE,B03AE02,Folic acid,NC1NC(=O)C2NC(CNC3CCC(CC3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2[NH]1
JABSKGQQWUDVRU-UHFFFAOYSA-O,,,,,,,CCN(C1CCCCC1)C1CC(NC)[N+](C)C(C)N1
QSQQPMHPCBLLGX-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX08,Bifemelane,CNCCCCOC1CCCCC1CC1CCCCC1
XCGJIFAKUZNNOR-QCKZDCLWSA-N,,,,,,MK-0752,OC(=O)CC[C@H]1CC[C@@](CC1)(C1CC(F)CCC1F)S(=O)(=O)C1CCC(CL)CC1
KVWDHTXUZHCGIO-UHFFFAOYSA-N,N,N05,N05A,N05AH,N05AH03,Olanzapine,CN1CCN(CC1)C1=NC2CCCCC2NC2SC(C)CC12
ALWKGYPQUAPLQC-UHFFFAOYSA-N,N,N07,N07A,N07AA,N07AA01,Neostigmine,CN(C)C(=O)OC1CCCC(C1)[N+](C)(C)C
QHADVLVFMKEIIP-UHFFFAOYSA-N,,,,,,Merestinib,CC1CCC(C(=O)NC2CCC(OC3CC4CNN(C)C4CC3-C3CN[NH]C3)C(F)C2)C(=O)N1-C1CCC(F)CC1
ZTFBIUXIQYRUNT-MDWZMJQESA-N,,,,,,Mubritinib,FC(F)(F)C1CCC(\C=C\C2NC(COC3CCC(CCCCN4CCNN4)CC3)CO2)CC1
WDPFJWLDPVQCAJ-UHFFFAOYSA-N,,,,,,Darapladib,CCN(CC)CCN(CC1CCC(CC1)-C1CCC(CC1)C(F)(F)F)C(=O)CN1C2CCCC2C(=O)NC1SCC1CCC(F)CC1
TXCGAZHTZHNUAI-UHFFFAOYSA-N,,,,,,,CC(C)(OC1CCC(CL)CC1)C(O)=O
VCUNSUCAAIMDKU-UHFFFAOYSA-N,,,,,,,N#CC1CC(CC(C1)-C1CCNC(NC2CCC(CC2)-N2CNC(N2)-C2CCCNC2)N1)N1CCOCC1
OBSYBRPAKCASQB-AGQYDFLVSA-N,,,,,,Salvinorin A,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)C1CCOC1
WIKYUJGCLQQFNW-UHFFFAOYSA-N,N,N05,N05A,N05AB,N05AB04,Prochlorperazine,CN1CCN(CCCN2C3CCCCC3SC3CCC(CL)CC23)CC1
RSOZZQTUMVBTMR-XGUNBQNXSA-N,,,,,,,CN(C)CCC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(C)O[C@](C)(CC(=O)[C@]2(O)[C@@]2(C)[C@@H](O)CCC(C)(C)[C@H]12)C=C
PDTYLGXVBIWRIM-UHFFFAOYSA-N,,,,,,,COC1NCCC(N1)-C1C(NCN1C1CCNCC1)-C1CCC(F)CC1
MFFMDFFZMYYVKS-SECBINFHSA-N,A,A10,A10B,A10BH,A10BH51,Sitagliptin,N[C@@H](CC(=O)N1CCN2C(C1)NNC2C(F)(F)F)CC1CC(F)C(F)CC1F
RPXVIAFEQBNEAX-UHFFFAOYSA-N,,,,,,,[O-][N+](=O)C1CC2[NH]C(=O)C(=O)[NH]C2CC1C#N
GMZVRMREEHBGGF-UHFFFAOYSA-N,N,N06,N06B,N06BX,N06BX03,Piracetam,NC(=O)CN1CCCC1=O
OWYLAEYXIQKAOL-UHFFFAOYSA-N,C,C04,C04A,C04AX,C04AX20,Buflomedil,COC1CC(OC)C(C(=O)CCCN2CCCC2)C(OC)C1
BCZUAADEACICHN-UHFFFAOYSA-N,,,,,,SGX-523,CN1CC(CN1)-C1CCC2NNC(SC3CCC4NCCCC4C3)N2N1
OUKYUETWWIPKQR-UHFFFAOYSA-N,,,,,,Saracatinib,CN1CCN(CCOC2CC(OC3CCOCC3)C3C(NC4C5OCOC5CCC4CL)NCNC3C2)CC1
HFNKQEVNSGCOJV-HNNXBMFYSA-N,,,,,,,N#CC[C@@H](C1CCCC1)N1CC(CN1)-C1NCNC2[NH]CCC12
BCFGMOOMADDAQU-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE07,Lapatinib,CS(=O)(=O)CCNCC1CCC(O1)-C1CCC2NCNC(NC3CCC(OCC4CCCC(F)C4)C(CL)C3)C2C1
VBHQKCBVWWUUKN-KZNAEPCWSA-N,C,C01,C01B,C01BG,C01BG11,Vernakalant,COC1CCC(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)CC1OC
JUKPWJGBANNWMW-VWBFHTRKSA-N,C,C03,C03D,C03DA,C03DA04,Eplerenone,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13
RSAQARAFWMUYLL-UHFFFAOYSA-N,,,,,,,CC1CCCCC1CN1C2=NCCN2C(=O)C2=C1CCN(CC1CCCCC1)C2
NETXMUIMUZJUTB-UHFFFAOYSA-N,,,,,,Apabetalone,COC1CC(OC)C2C(C1)[NH]C(NC2=O)-C1CC(C)C(OCCO)C(C)C1
GXALXAKNHIROPE-QAQDUYKDSA-N,,,,,,Pradigastat,OC(=O)C[C@H]1CC[C@@H](CC1)C1CCC(CC1)-C1CCC(NC2CCC(NC2)C(F)(F)F)CN1
POGQSBRIGCQNEG-UHFFFAOYSA-N,N,N03,N03A,N03AF,N03AF03,Rufinamide,NC(=O)C1CN(CC2C(F)CCCC2F)NN1
VHGCDTVCOLNTBX-QGZVFWFLSA-N,N,N06,N06B,N06BA,N06BA09,Atomoxetine,CNCC[C@@H](OC1CCCCC1C)C1CCCCC1
NHHQJBCNYHBUSI-UHFFFAOYSA-N,,,,,,Tamatinib,COC1CC(NC2NCC(F)C(NC3CCC4OC(C)(C)C(=O)NC4N3)N2)CC(OC)C1OC
HRYNCLKDKCPYBF-UHFFFAOYSA-N,,,,,,,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)C5=CNC6=CC=CC=C65)CL)OC
AECDBHGVIIRMOI-UHFFFAOYSA-N,,,,,,,C1CN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6
DKNUPRMJNUQNHR-UHFFFAOYSA-N,,,,,,Agerafenib,COC1CC2NCNC(OC3CCCC(NC(=O)NC4CC(ON4)C(C)(C)C(F)(F)F)C3)C2CC1OC
DEQLGSOHGTZKFB-UHFFFAOYSA-N,,,,,,,CC1C(CN2CCNC2)C2CCCCC2N1CCC(O)=O
JPAWFIIYTJQOKW-UHFFFAOYSA-N,,,,,,,CC1[NH]C(=O)C(CC1-C1CCC2NCCN2C1)C#N
JDVVGAQPNNXQDW-TVNFTVLESA-N,,,,,,Castanospermine,O[C@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12
IMZMKUWMOSJXDT-UHFFFAOYSA-N,R,R03,R03A,R03AK,R03AK05,Cromoglicic acid,OC(COC1CCCC2OC(CC(=O)C12)C(O)=O)COC1CCCC2OC(CC(=O)C12)C(O)=O
UGJWRPJDTDGERK-UHFFFAOYSA-N,,,,,,Evofosfamide,CN1C(COP(=O)(NCCBR)NCCBR)CNC1[N+]([O-])=O
UYJNQQDJUOUFQJ-UHFFFAOYSA-N,,,,,,2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE,CNC(=O)C1CCCCC1NC1NC(NC2CCC(CC2OC)N2CCOCC2)NCC1CL
GOLXRNDWAUTYKT-UHFFFAOYSA-N,,,,,,Indolylpropionic Acid,OC(=O)CCC1C[NH]C2CCCCC12
FTALBRSUTCGOEG-UHFFFAOYSA-N,N,N07,N07X,N07XX,N07XX02,Riluzole,NC1NC2CCC(OC(F)(F)F)CC2S1
SCTZUZTYRMOMKT-UHFFFAOYSA-N,,,,,,Senicapoc,NC(=O)C(C1CCCCC1)(C1CCC(F)CC1)C1CCC(F)CC1
DEVSOMFAQLZNKR-RJRFIUFISA-N,,,,,,Selinexor,FC(F)(F)C1CC(CC(C1)C(F)(F)F)-C1NCN(\C=C/C(=O)NNC2CNCCN2)N1
OCSMOTCMPXTDND-OUAUKWLOSA-N,,,,,,Marimastat,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
NDTSRXAMMQDVSW-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,Benzthiazide,NS(=O)(=O)C1CC2C(CC1CL)N=C(CSCC1CCCCC1)NS2(=O)=O
GGCSSNBKKAUURC-UHFFFAOYSA-N,N,N01,N01A,N01AH,N01AH03,Sufentanil,CCC(=O)N(C1CCCCC1)C1(COC)CCN(CCC2CCCS2)CC1
FUBVWMNBEHXPSU-UHFFFAOYSA-N,C,C01,C01B,C01BG,C01BG01,Moricizine,CCOC(=O)NC1CCC2SC3CCCCC3N(C(=O)CCN3CCOCC3)C2C1
IWXNYAIICFKCTM-UHFFFAOYSA-N,,,,,,Cariporide,CC(C)C1CCC(CC1S(C)(=O)=O)C(=O)N=C(N)N
KKZJGLLVHKMTCM-UHFFFAOYSA-N,L,L01,L01D,L01DB,L01DB07,Mitoxantrone,OCCNCCNC1CCC(NCCNCCO)C2C(=O)C3C(O)CCC(O)C3C(=O)C12
YYLKKYCXAOBSRM-JXMROGBWSA-N,,,,,,,O=C(N1CCNCC1)C1CCC(CC1)\C=C\C1N[NH]C2CCCCC12
PVLJETXTTWAYEW-UHFFFAOYSA-N,R,R06,R06A,R06AX,R06AX25,Mizolastine,CN(C1CCN(CC1)C1NC2CCCCC2N1CC1CCC(F)CC1)C1NCCC(=O)[NH]1
CQERVFFAOOUFEQ-UHFFFAOYSA-N,,,,,,,BRC1CNCC(C1)C(=O)N1CCC(CC1)N1CCCC1
MCUJKPPARUPFJM-UWCCDQBKSA-N,,,,,,,N[C@@H]1CCCN(C1)C1C(CCCC1-C1CCCCC1)\C=C1/SC(=O)NC1=O
OJPLJFIFUQPSJR-INIZCTEOSA-N,,,,,,RG-4733,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C2CCCCC2-C2CCCCC2NC1=O
HUPFGZXOMWLGNK-UHFFFAOYSA-N,N,N02,N02B,N02BA,N02BA11,Diflunisal,OC(=O)C1CC(CCC1O)-C1CCC(F)CC1F
SAAYRHKJHDIDPH-UHFFFAOYSA-N,,,,,,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,CC1CCC(CC1NC1CNCC(C1)C(N)=O)C(=O)NC1CCCC(C1)C(F)(F)F
ODLDHXPJRGNTPC-UHFFFAOYSA-N,,,,,,,CC(C)C1CCC(CC1)C(=O)NCCOC1CCC(CC1)C(O)=O
RYMZZMVNJRMUDD-HGQWONQESA-N,A,A10,A10B,A10BH,A10BH51,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
NUKYPUAOHBNCPY-UHFFFAOYSA-N,N,N07,N07X,N07XX,N07XX07,Dalfampridine,NC1CCNCC1
IRSCQMHQWWYFCW-UHFFFAOYSA-N,J,J05,J05A,J05AB,J05AB06,Ganciclovir,NC1NC2N(COC(CO)CO)CNC2C(=O)[NH]1
KFHYZKCRXNRKRC-MRXNPFEDSA-N,,,,,,,C[C@@H]1CCCN1CCC1CC2CC(CCC2O1)-C1CCC(CC1)C#N
FWIVDMJALNEADT-SFTDATJTSA-N,,,,,,Odanacatib,CC(C)(F)C[C@H](N[C@@H](C1CCC(CC1)-C1CCC(CC1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N
WPTTVJLTNAWYAO-RRPQCQSHSA-N,,,,,,,COC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
RTIXKCRFFJGDFG-UHFFFAOYSA-N,,,,,,,OC1CC(O)C2C(C1)OC(CC2=O)-C1CCCCC1
OWQUZNMMYNAXSL-UHFFFAOYSA-N,R,R06,R06A,R06AA,R06AA57,Diphenylpyraline,CN1CCC(CC1)OC(C1CCCCC1)C1CCCCC1
WIIZWVCIJKGZOK-DTWKUNHWSA-N,,,,,,,OC[C@H](NC(=O)C(CL)CL)[C@H](O)C1CCC(CC1)[N+]([O-])=O
ZZJYIKPMDIWRSN-TZBSWOFLSA-N,,,,,,,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3C4CCCCC4CCC4CCCC([C@H]2C1)C34
ZAJXXUDARPGGOC-UHFFFAOYSA-N,,,,,,,CN1CCN(CC1)C(C)(C)C#CC1CC2NCNC(NC3CCC(F)C(CL)C3)C2CC1NC(=O)C=C
COVZYZSDYWQREU-UHFFFAOYSA-N,L,L01,L01A,L01AB,L01AB01,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O
YOVVNQKCSKSHKT-HNNXBMFYSA-N,,,,,,Apitolisib,C[C@H](O)C(=O)N1CCN(CC2SC3C(NC(NC3C2C)-C2CNC(N)NC2)N2CCOCC2)CC1
RZKDEGZIFSJVNA-IBGZPJMESA-N,,,,,,Camicinal,C[C@H]1CN(CC2CCC(CC(=O)N3CCC(CC3)NC3CCCC(F)C3)CC2)CCN1
MTJHLONVHHPNSI-IBGZPJMESA-N,,,,,,,CCC[C@H](NC1NC(NCC1C)-C1CCC(NC(=O)NCC)C(OC)C1)C1CCCNC1
KUFRQPKVAWMTJO-TYVPZVKISA-N,,,,,,,CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C/C=C\[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
PSPGQHXMUKWNDI-UHFFFAOYSA-N,,,,,,,CC1OC2NC3CCCCC3C(NC(=O)CN3CCCC3=O)C2C1C
XZAFZXJXZHRNAQ-STQMWFEESA-N,L,L01,L01X,L01XX,L01XX53,Vosaroxin,CN[C@H]1CN(C[C@@H]1OC)C1CCC2C(N1)N(CC(C(O)=O)C2=O)-C1NCCS1
TXEIIPDJKFWEEC-UHFFFAOYSA-N,N,N07,N07X,N07XX,N07XX08,Tafamidis,OC(=O)C1CCC2NC(OC2C1)-C1CC(CL)CC(CL)C1
LLJRXVHJOJRCSM-UHFFFAOYSA-N,,,,,,,C1[NH]C2CCCCC2C1C3CCNCC3
MKPLKVHSHYCHOC-AHTXBMBWSA-N,S,S01,S01E,S01EE,S01EE04,Travoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1CCCC(C1)C(F)(F)F
MLDQJTXFUGDVEO-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE05,Sorafenib,CNC(=O)C1CC(OC2CCC(NC(=O)NC3CCC(CL)C(C3)C(F)(F)F)CC2)CCN1
CKUFOBCNTCLXJP-UHFFFAOYSA-N,,,,,,,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C
ONNOFKFOZAJDHT-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA19,Amineptine,OC(=O)CCCCCCNC1C2CCCCC2CCC2CCCCC12
DPCXEUSDRQOOGZ-UHFFFAOYSA-N,,,,,,,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C3C=CC4=C(CCC4=C3)N=O)C(=C5C=CNC=C5)N2
UASQUKUDXJFTCO-UHFFFAOYSA-N,,,,,,,CC1CCC(CC1NC(=O)C1CCNO1)C(=O)NC1CC(NC(=O)C=C)CC(C1)C(F)(F)F
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,,,,,,,O=C(NC1CC1)NC1C[NH]NC1-C1NC2CC(CN3CCOCC3)CCC2[NH]1
MFDFERRIHVXMIY-UHFFFAOYSA-N,N,N01,N01B,N01BA,N01BA52,Procaine,CCN(CC)CCOC(=O)C1CCC(N)CC1
FBOUYBDGKBSUES-VXKWHMMOSA-N,G,G04,G04B,G04BD,G04BD08,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2CCCCC2[C@@H]1C1CCCCC1
ANDGGVOPIJEHOF-UHFFFAOYSA-N,,,,,,CX516,O=C(N1CCCCC1)C1CCC2NCCNC2C1
GHASVSINZRGABV-UHFFFAOYSA-N,L,L01,L01B,L01BC,L01BC52,Fluorouracil,FC1C[NH]C(=O)[NH]C1=O
UPTQGXMIZXGVSC-UHFFFAOYSA-N,,,,,,,COCCNCCCN1C(C(=O)CF)C(-C2CCC(C)CC2)C2C(N)NCNC12
OBMNJSNZOWALQB-NCQNOWPTSA-N,J,J05,J05A,J05AP,J05AP54,Grazoprevir,COC1CCC2NC3CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)OC3NC2C1)C(C)(C)C
DRSJLVGDSNWQBI-SFHVURJKSA-N,,,,,,,COC1CCCC(OC)C1-C1CCC(C[C@H](NC(=O)C2C(CL)CCCC2CL)C(O)=O)CC1
HAMNKKUPIHEESI-UHFFFAOYSA-N,,,,,,Pimagedine,NNC(N)=N
BXBNADAPIHHXJQ-UHFFFAOYSA-N,,,,,,,O=C(N1CCCCC1)C1CCC2OCOC2C1
IVZKZONQVYTCKC-UHFFFAOYSA-N,,,,,,Pritelivir,CN(C(=O)CC1CCC(CC1)-C1CCCCN1)C1NC(C)C(S1)S(N)(=O)=O
XRKYMMUGXMWDAO-UHFFFAOYSA-N,,,,,,,O=C1CC(OC(C1)-C1CCCC2SC3CCCCC3SC12)N1CCOCC1
FGTCROZDHDSNIO-UHFFFAOYSA-N,,,,,,OSI-930,FC(F)(F)OC1CCC(NC(=O)C2SCCC2NCC2CCNC3CCCCC23)CC1
XFILPEOLDIKJHX-GBESFXJTSA-N,,,,,,,CNC(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H](CC(C)C)[C@H](CSC1CCCS1)C(=O)NO
OFPXSFXSNFPTHF-UHFFFAOYSA-N,M,M01,M01A,M01AE,M01AE12,Oxaprozin,OC(=O)CCC1NC(C(O1)-C1CCCCC1)-C1CCCCC1
AFJRDFWMXUECEW-LBPRGKRZSA-N,,,,,,Afuresertib,CN1NCC(CL)C1-C1CC(SC1CL)C(=O)N[C@H](CN)CC1CCCC(F)C1
QSLMDECMDJKHMQ-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA21,Maprotiline,CNCCCC12CCC(C3CCCCC13)C1CCCCC21
SQSZANZGUXWJEA-UHFFFAOYSA-N,,,,,,Gandotinib,CC1CC(NC2CC(CN3CCOCC3)C3NC(C)C(CC4CCC(CL)CC4F)N3N2)[NH]N1
PIJVFDBKTWXHHD-HIFRSBDPSA-N,S,S01,S01E,S01EB,S01EB05,Physostigmine,CNC(=O)OC1CCC2N(C)[C@H]3N(C)CC[C@@]3(C)C2C1
UKNSBNVKSFTZOJ-NGVXBBESSA-N,,,,,,,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O
XVGOZDAJGBALKS-UHFFFAOYSA-N,,,,,,Blonanserin,CCN1CCN(CC1)C1CC(-C2CCC(F)CC2)C2CCCCCCC2N1
