inchi_key,level1,level2,level3,level4,level5,name,pert_id,smiles
XIZGHTZLVCHYJN-YCWSEAROSA-N,,,,,,,,CCCC[C@@H](C)\C=C(C)\C=C(/C)C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O
BIXBBIPTYBJTRY-UHFFFAOYSA-N,,,,,,imexon,BRD-A78195072,N=C1NC(=O)N2CC12
LZPZPHGJDAGEJZ-SMDQVTJXSA-N,,,,,,,,CNC(=O)C1CNN(C1)-C1NC(N)C2NCN([C@@H]3O[C@H](CO)C(O)C3O)C2N1
SRZNHPXWXCNNDU-PGEKIEPBSA-N,,,,,,,,CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSC3NNNN3C)=C(N2C1=O)C(O)=O
RGPDEAGGEXEMMM-UHFFFAOYSA-N,N,N02,N02B,N02BG,N02BG06,nefopam,BRD-A78877355,CN1CCOC(C2CCCCC2)C2CCCCC2C1
DBZQFUNLCALWDY-JXACCQRMSA-N,,,,,,,,NC1NCCC2N(CNC12)[C@@H]1O[C@H](CO)C(O)C1O
QFJCIRLUMZQUOT-XWBLMERNSA-N,,,,,,,,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O
PTKSEFOSCHHMPD-UHFFFAOYSA-N,C,C01,C01C,C01CA,C01CA17,midodrine,BRD-A79981887,COC1CCC(OC)C(C1)C(O)CNC(=O)CN
HDWIHXWEUNVBIY-UHFFFAOYSA-N,C,C03,C03A,C03AB,C03AB01,bendroflumethiazide,BRD-A80017228,NS(=O)(=O)C1CC2C(NC(CC3CCCCC3)NS2(=O)=O)CC1C(F)(F)F
OZVBMTJYIDMWIL-NXIPCUEUSA-N,,,,,,,,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C
RJVLFQBBRSMWHX-UHFFFAOYSA-N,,,,,,,,CN(C(CC1CCC(OS(=O)(=O)C2CCCC3CNCCC23)CC1)C(=O)N4CCN(CC4)C5CCCCC5)S(=O)(=O)C6CCCC7CNCCC67
ANGKOCUUWGHLCE-UHFFFAOYSA-N,A,A03,A03A,A03AB,A03AB02,glycopyrronium,glycopyrronium,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1CCCCC1
GYHCTFXIZSNGJT-UHFFFAOYSA-N,,,,,,,,CC1CCCCC1C(=O)NC1CCC(C(=O)N2CCCC(O)C3CC(CL)CCC23)C(C)C1
QGJUIPDUBHWZPV-BBIKMUCQSA-N,,,,,,,,N[C@H](C(=O)N1[C@@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
SQOJOAFXDQDRGF-DJCNAJSISA-N,,,,,,,,C[C@H]1C(=O)O[C@H]2[C@@H](O)C34[C@@H]5C[C@@H](C(C)(C)C)C33[C@H](O)C(=O)O[C@H]3O[C@]4(C(=O)O5)[C@@]12O
BYBLEWFAAKGYCD-UHFFFAOYSA-N,A,A07,A07A,A07AC,A07AC01,miconazole,BRD-A82396632,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1
WZDGZWOAQTVYBX-MLWZVTOESA-N,,,,,,,,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)C12
CBHCDHNUZWWAPP-UHFFFAOYSA-N,,,,,,,,CN1CCCC(CN2C3CCCCC3SC3CCCCC23)C1
DBEPLOCGEIEOCV-BYQKQGHSSA-N,,,,,,,,CC(C)(C)NC(=O)[C@H]1CCC2C3CCC4NC(=O)C=C[C@]4(C)C3CC[C@]12C
PGGUOGKHUUUWAF-UHFFFAOYSA-N,,,,,,,,CCCCC(NC(=O)C(CC(C)C)NC(=O)OCC1CCCCC1)C=O
ZAHQBPYQBHTECE-UHFFFAOYSA-N,,,,,,,,CN1C(C(=O)NC2NCC(C)S2)C(=O)C2CCCCC2S1(=O)=O
KLBQZWRITKRQQV-UHFFFAOYSA-N,N,N05,N05A,N05AC,N05AC02,thioridazine,BRD-A84481105,CSC1CCC2SC3CCCCC3N(CCC3CCCCN3C)C2C1
GLBJJMFZWDBELO-UHFFFAOYSA-N,,,,,,pimobendan,BRD-A84575140,COC1CCC(CC1)-C1NC2CC(CCC2[NH]1)C1=NNC(=O)CC1C
XQFRJNBWHJMXHO-REJBHVJUSA-N,,,,,,,,OCC1O[C@H](C[C@@H]1O)N1CC(I)C(=O)[NH]C1=O
ASFKKFRSMGBFRO-UHFFFAOYSA-N,,,,,,,,CC(C(=O)NC1CC(C)CCN1)C1CCCC(C1)C(=O)C1CCCCC1
JQSHBVHOMNKWFT-UHFFFAOYSA-N,,,,,,,,C1C2CNCC1C1CC3NCCNC3CC21
UCKYOOZPSJFJIZ-XVKVHKPRSA-N,,,,,,tetrahydrouridine,BRD-A86248581,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(O)NC1=O
KTXBOOWDLPUROC-UHFFFAOYSA-N,,,,,,nicaraven,BRD-A86871940,CC(CNC(=O)C1CCCNC1)NC(=O)C1CCCNC1
HCZKYJDFEPMADG-UHFFFAOYSA-N,,,,,,,,CC(CC1CCC(O)C(O)C1)C(C)CC1CCC(O)C(O)C1
KGPGFQWBCSZGEL-UHFFFAOYSA-N,,,,,,,,CCN1C(NC2C(NCC(OCC3CCCNC3)C12)C#CC(C)(C)O)-C1NONC1N
DTDZLJHKVNTQGZ-UHFFFAOYSA-N,,,,,,,,CN(C)C(=O)C1CCC(CC1)S(=O)(=O)C1CCC(NC(=O)C(C)(O)C(F)(F)F)C(CL)C1
IGPDWKCUDHIIRL-UHFFFAOYSA-N,,,,,,,,NC(=O)N1C(=O)C(C(=O)C2CCCS2)C2CC(CL)CCC12
QJERBBQXOMUURJ-UHFFFAOYSA-N,,,,,,,,OC(=O)C(CC1C[NH]C2CCCCC12)NC(=O)C1CCC(CL)CC1
MUQNGPZZQDCDFT-RLDTZFIDSA-N,,,,,,,,CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCL
LXANPKRCLVQAOG-UHFFFAOYSA-N,,,,,,,,FC1CCC2OCCC3(NC(=O)NC3=O)C2C1
VHYCDWMUTMEGQY-UHFFFAOYSA-N,C,C07,C07F,C07FX,C07FX04,bisoprolol,BRD-A89175223,CC(C)NCC(O)COC1CCC(COCCOC(C)C)CC1
XEEQGYMUWCZPDN-UHFFFAOYSA-N,P,P01,P01B,P01BF,P01BF02,mefloquine,BRD-A89585551,OC(C1CCCCN1)C1CC(NC2C(CCCC12)C(F)(F)F)C(F)(F)F
SCELLOWTHJGVIC-UHFFFAOYSA-N,,,,,,,,CC1CN(CC(=O)NC2CCC3SC4C(CC3C2)CCCC4-C2CC(=O)CC(O2)N2CCOCC2)CC(C)O1
CZKPOZZJODAYPZ-UHFFFAOYSA-N,,,,,,,,NC(=N)NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(CC2C[NH]C3CCCCC23)NC(=O)C(CC(O)=O)NC(=O)CNC1=O)C(N)=O
BMOVQUBVGICXQN-UHFFFAOYSA-N,,,,,,clinofibrate,BRD-A90625545,CCC(C)(OC1CCC(CC1)C1(CCCCC1)C1CCC(OC(C)(CC)C(O)=O)CC1)C(O)=O
HMJIYCCIJYRONP-UHFFFAOYSA-N,C,C08,C08C,C08CA,C08CA03,isradipine,BRD-A90799790,COC(=O)C1=C(C)NC(C)=C(C1C1CCCC2NONC12)C(=O)OC(C)C
WHTVZRBIWZFKQO-UHFFFAOYSA-N,P,P01,P01B,P01BA,P01BA01,chloroquine,BRD-A91699651,CCN(CC)CCCC(C)NC1CCNC2CC(CL)CCC12
GAGWJHPBXLXJQN-LXGADPQPSA-N,,,,,,,,CCCCCOC(=O)NC1NC(=O)N(CC1F)C1O[C@H](C)[C@@H](O)[C@H]1O
POZRVZJJTULAOH-GSQPBCFPSA-N,,,,,,,,C[C@]12CCC3C(CCC4=CC5ONCC5C[C@]34C)C1CC[C@@]2(O)C#C
LORDFXWUHHSAQU-UHFFFAOYSA-N,A,A03,A03A,A03AA,A03AA05,trimebutine,BRD-A92630576,CCC(COC(=O)C1CC(OC)C(OC)C(OC)C1)(N(C)C)C1CCCCC1
SINQIEAULQKUPD-UHFFFAOYSA-N,,,,,,,,COC1CCC2CC(CCC2C1)-C1NC([NH]C1-C1CCNCC1)-C1CCC(CC1)S(C)=O
JYIJIIVLEOETIQ-RFPFOJJUSA-N,,,,,,,,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3
YZFWTZACSRHJQD-UHFFFAOYSA-N,,,,,,ciglitazone,BRD-A93000692,CC1(COC2CCC(CC3SC(=O)NC3=O)CC2)CCCCC1
SEQDDYPDSLOBDC-UHFFFAOYSA-N,N,N05,N05C,N05CD,N05CD07,temazepam,BRD-A93093700,CN1C2CCC(CL)CC2C(=NC(O)C1=O)C1CCCCC1
UEJJHQNACJXSKW-UHFFFAOYSA-N,L,L04,L04A,L04AX,L04AX02,thalidomide,BRD-A93255169,O=C1N(C2CCC(=O)NC2=O)C(=O)C2CCCCC12
MPIPASJGOJYODL-UHFFFAOYSA-N,G,G01,G01A,G01AF,G01AF07,isoconazole,BRD-A93353767,CLC1CCC(C(CN2CCNC2)OCC2C(CL)CCCC2CL)C(CL)C1
AKUJBENLRBOFTD-HIBZCRSPSA-N,,,,,,,,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
QGPKADBNRMWEQR-UHFFFAOYSA-N,,,,,,clinafloxacin,BRD-A93964801,NC1CCN(C1)C1C(F)CC2C(C1CL)N(CC(C(O)=O)C2=O)C1CC1
MXFWWQICDIZSOA-UHFFFAOYSA-N,C,C07,C07A,C07AB,C07AB13,talinolol,BRD-A94276798,CC(C)(C)NCC(O)COC1CCC(NC(=O)NC2CCCCC2)CC1
OCAPBUJLXMYKEJ-UHFFFAOYSA-N,D,D01,D01A,D01AC,D01AC10,bifonazole,BRD-A94543220,C1CN(CN1)C(C1CCCCC1)C1CCC(CC1)-C1CCCCC1
LTMHDMANZUZIPE-QVYPYPLASA-N,,,,,,,,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
MCGSCOLBFJQGHM-HNHGDDPOSA-N,,,,,,,,NC1NC(NC2CC2)C2NCN(C3C[C@H](CO)C=C3)C2N1
ITJNARMNRKSWTA-UHFFFAOYSA-N,,,,,,nisoxetine,BRD-A95696066,CNCCC(OC1CCCCC1OC)C1CCCCC1
NDDAHWYSQHTHNT-UHFFFAOYSA-N,C,C03,C03B,C03BA,C03BA11,indapamide,BRD-A95869247,CC1CC2CCCCC2N1NC(=O)C1CCC(CL)C(C1)S(N)(=O)=O
JLGKQTAYUIMGRK-UHFFFAOYSA-N,G,G01,G01A,G01AF,G01AF19,sertaconazole,BRD-A95939040,CLC1CCC(C(CN2CCNC2)OCC2CSC3C(CL)CCCC23)C(CL)C1
OEXHQOGQTVQTAT-QQLIVEQCSA-N,,,,,,,,CC(C)[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(CO)C1CCCCC1
VLCYCQAOQCDTCN-UHFFFAOYSA-N,P,P01,P01C,P01CX,P01CX03,eflornithine,BRD-A96292436,NCCCC(N)(C(F)F)C(O)=O
LMQBMWHHGVZWMR-UHFFFAOYSA-N,,,,,,,,CCCC1C(OCC(O)COC2CCC3C(OC(CC3=O)C(O)=O)C2CCC)CCC(C(C)=O)C1O
QJJXYPPXXYFBGM-NYOQZLQMSA-N,,,,,,,,CO[C@@H]1CC(CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
LSLYOANBFKQKPT-UHFFFAOYSA-N,R,R03,R03C,R03CC,R03CC04,fenoterol,BRD-A97104540,CC(CC1CCC(O)CC1)NCC(O)C1CC(O)CC(O)C1
YASAKCUCGLMORW-UHFFFAOYSA-N,A,A10,A10B,A10BD,A10BD04,rosiglitazone,BRD-A97437073,CN(CCOC1CCC(CC2SC(=O)NC2=O)CC1)C1CCCCN1
KTHVBAZBLKXIHZ-UHFFFAOYSA-N,A,A03,A03A,A03AA,A03AA30,piperidolate,BRD-A97479839,CCN1CCCC(C1)OC(=O)C(C1CCCCC1)C1CCCCC1
FMCRMSOQAVOHRD-SBGISONWSA-M,,,,,,,,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@H]2[N+]3=C1C(C)=C1[C@@H](CCC(N)=O)C(C)(C)C4=[N+]1[CO]31(C#N)N3C([C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]23C)=C(C)C2=[N+]1C(=C4)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O)OP(O)(=O)O[C@@H]1[C@H](CO)O[C@@H]([C@@H]1O)N1CNC2CC(C)C(C)CC12
XKLMZUWKNUAPSZ-UHFFFAOYSA-N,C,C01,C01E,C01EB,C01EB18,ranolazine,BRD-A97674275,COC1CCCCC1OCC(O)CN1CCN(CC(=O)NC2C(C)CCCC2C)CC1
JZQKKSLKJUAGIC-UHFFFAOYSA-N,C,C07,C07C,C07CA,C07CA03,pindolol,BRD-A97701745,CC(C)NCC(O)COC1CCCC2[NH]CCC12
DKYWVDODHFEZIM-UHFFFAOYSA-N,M,M01,M01A,M01AE,M01AE03,ketoprofen,BRD-A97739905,CC(C(O)=O)C1CCCC(C1)C(=O)C1CCCCC1
LXMSZDCAJNLERA-SRFJPPJVSA-N,,,,,,,,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)C12
OBZHEBDUNPOCJG-YQNKGXRGSA-N,,,,,,,,CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O
KYYIDSXMWOZKMP-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX23,desvenlafaxine,BRD-A98845662,CN(C)CC(C1CCC(O)CC1)C1(O)CCCCC1
WHWZLSFABNNENI-UHFFFAOYSA-N,S,S01,S01G,S01GX,S01GX10,epinastine,BRD-A98990573,NC1=NCC2N1C1CCCCC1CC1CCCCC21
OFZCIYFFPZCNJE-UHFFFAOYSA-N,M,M03,M03B,M03BA,M03BA02,carisoprodol,BRD-A99939097,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
ADFOJJHRTBFFOF-RBRWEJTLSA-N,,,,,,estramustine phosphate,estramustine phosphate,C[C@]12CC[C@H]3[C@@H](CCC4CC(OC(=O)N(CCCL)CCCL)CCC34)[C@@H]1CC[C@@H]2OP(O)(O)=O
QAWBIEIZDDIEMW-FPYGCLRLSA-N,,,,,,,,OC(=O)\C=C\C1CCC(CC1)-C1CCC(O)C(C1)C12CC3CC(CC(C3)C1)C2
IAKHMKGGTNLKSZ-INIZCTEOSA-N,,,,,,,,COC1CC2CC[C@H](NC(C)=O)C3CC(=O)C(OC)CCC3-C2C(OC)C1OC
JAMULYFATHSZJM-UHFFFAOYSA-N,,,,,,,,O=C1CC(OC2C(CCCC12)-C1CCCC2C3CCCCC3SC12)N1CCOCC1
WVPSKSLAZQPAKQ-CDMJZVDBSA-N,J,J01,J01M,J01MA,J01MA13,trovafloxacin,BRD-K00494077,N[C@H]1[C@@H]2CN(C[C@H]12)C1NC2N(CC(C(O)=O)C(=O)C2CC1F)-C1CCC(F)CC1F
MMHDBUJXLOFTLC-WOYTXXSLSA-N,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1C[NH]CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O
PHWBOXQYWZNQIN-UHFFFAOYSA-N,B,B01,B01A,B01AC,B01AC05,ticlopidine,BRD-K00603606,CLC1CCCCC1CN1CCC2SCCC2C1
SMYALUSCZJXWHG-UHFFFAOYSA-N,,,,,,,,FC1CCC(CC1)C(=O)C1CCN(CCN2C(=S)[NH]C3CCCCC3C2=O)CC1
GUOQUXNJZHGPQF-UHFFFAOYSA-N,,,,,,,,CC1NNC2CCC(NN12)-C1CCCC(C1)C(F)(F)F
XUFQPHANEAPEMJ-UHFFFAOYSA-N,A,A02,A02B,A02BA,A02BA03,famotidine,BRD-K00673382,NC(N)=NC1NC(CSCC\C(N)=N/S(N)(=O)=O)CS1
OZPFIJIOIVJZMN-GOSISDBHSA-N,,,,,,,,CNC(=O)C1CCC2CC(CCC2C1)[C@]1(O)CCN2CNCC12
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,N,N05,N05A,N05AX,N05AX16,brexpiprazole,BRD-K00911143,O=C1CCC2CCC(OCCCCN3CCN(CC3)C3CCCC4SCCC34)CC2[NH]1
CBDQOLKNTOMMTL-UHFFFAOYSA-K,,,,,,chromium picolinate,chromium picolinate,O=C(O[CR](OC(=O)C1CCCCN1)OC(=O)C1CCCCN1)C1CCCCN1
GFWRVVCDTLRWPK-KPKJPENVSA-N,,,,,,sofalcone,BRD-K01039503,CC(C)=CCOC1CCC(\C=C\C(=O)C2CCC(OCC=C(C)C)CC2OCC(O)=O)CC1
VQPFSIRUEPQQPP-MXBOTTGLSA-N,,,,,,anamorelin,BRD-K01174345,CN(C)N(C)C(=O)[C@@]1(CC2CCCCC2)CCCN(C1)C(=O)[C@@H](CC1C[NH]C2CCCCC12)NC(=O)C(C)(C)N
DXVJRTIPBNBLLB-BJMVGYQFSA-N,,,,,,,,NC(=C(C#N)C#N)/C(=C/C1CCC(O)CC1)/C#N
YVUQSNJEYSNKRX-UHFFFAOYSA-N,N,N05,N05A,N05AG,N05AG02,pimozide,BRD-K01292756,FC1CCC(CC1)C(CCCN1CCC(CC1)N1C2CCCCC2[NH]C1=O)C1CCC(F)CC1
IWMCPJZTADUIFX-UHFFFAOYSA-N,,,,,,,,COC1CC(CCC1NC1NCC2N(C)C(=O)C3CCCCC3N(C)C2N1)C(=O)N1CCC(CC1)N1CCN(C)CC1
ACPOUJIDANTYHO-UHFFFAOYSA-N,,,,,,"2,6-dihydroanthra/1,9-cd/pyrazol-6-one","2,6-dihydroanthra/1,9-cd/pyrazol-6-one",O=C1C2CCCCC2-C2N[NH]C3CCCC1C23
OIRDTQYFTABQOQ-KQYNXXCUSA-N,C,C01,C01E,C01EB,C01EB10,adenosine,BRD-K01577834,NC1NCNC2N(CNC12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
XUFXOAAUWZOOIT-PCKYEMPFSA-N,,,,,,,,C[C@@H]1O[C@H](O[C@@H]2[C@H](CO)O[C@H](O[C@@H]3[C@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O
CQXADFVORZEARL-UHFFFAOYSA-N,C,C02,C02A,C02AC,C02AC06,rilmenidine,BRD-K01638814,C1CC1C(NC1=NCCO1)C1CC1
OGAKLTJNUQRZJU-UHFFFAOYSA-N,,,,,,diphenidol,BRD-K01663662,OC(CCCN1CCCCC1)(C1CCCCC1)C1CCCCC1
NTYJJOPFIAHURM-UHFFFAOYSA-N,L,L03,L03A,L03AX,L03AX14,histamine,BRD-K01674964,NCCC1C[NH]CN1
IVYPNXXAYMYVSP-UHFFFAOYSA-N,,,,,,indole-3-carbinol,BRD-K01815685,OCC1C[NH]C2CCCCC12
FFBDFADSZUINTG-UHFFFAOYSA-N,,,,,,"8-cyclopentyl-1,3-dipropylxanthine","8-cyclopentyl-1,3-dipropylxanthine",CCCN1C2[NH]C(NC2C(=O)N(CCC)C1=O)C1CCCC1
BAINIUMDFURPJM-UHFFFAOYSA-N,R,R06,R06A,R06AE,R06AE06,oxatomide,BRD-K02079473,O=C1[NH]C2CCCCC2N1CCCN1CCN(CC1)C(C1CCCCC1)C1CCCCC1
FDLYAMZZIXQODN-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX46,olaparib,BRD-K02113016,FC1CCC(CC2N[NH]C(=O)C3CCCCC23)CC1C(=O)N1CCN(CC1)C(=O)C1CC1
JRWCBEOAFGHNNU-UHFFFAOYSA-N,,,,,,jnj-38877605,jnj-38877605,CN1CC(CN1)-C1CCC2NNC(N2N1)C(F)(F)C1CCC2NCCCC2C1
QWGDMFLQWFTERH-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA17,amoxapine,BRD-K02265150,CLC1CCC2OC3CCCCC3N=C(N3CCNCC3)C2C1
GCFBRXLSHGKWDP-XCGNWRKASA-N,J,J01,J01D,J01DD,J01DD12,cefoperazone,BRD-K02292852,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSC4NNNN4C)=C(N3C2=O)C(O)=O)C2CCC(O)CC2)C(=O)C1=O
OBMLHUPNRURLOK-XGRAFVIBSA-N,,,,,,,,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O
VOPDXHFYDJAYNS-UHFFFAOYSA-N,,,,,,,,CC1CCC(CC1)C(=O)NCCCCCC(=O)NC1CCCCC1N
RYYVLZVUVIJVGH-UHFFFAOYSA-N,R,R03,R03D,R03DA,R03DA20,caffeine,BRD-K02404261,CN1CNC2N(C)C(=O)N(C)C(=O)C12
MNTIJYGEITVWHU-SNVBAGLBSA-N,,,,,,,,O=S1(=O)N[C@H]2CCCN2C2CCCCC12
RZEKVGVHFLEQIL-UHFFFAOYSA-N,M,M01,M01A,M01AH,M01AH01,celecoxib,BRD-K02637541,CC1CCC(CC1)-C1CC(NN1-C1CCC(CC1)S(N)(=O)=O)C(F)(F)F
QDITZBLZQQZVEE-MHWRWJLKSA-N,,,,,,,,O=C1NC(=O)\C(S1)=C/C1CCC2NCCC(-C3CCNCC3)C2C1
LDMWSLGGVTVJPG-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX07,minaprine,BRD-K02867583,CC1CC(NNC1NCCN1CCOCC1)-C1CCCCC1
HQVZOORKDNCGCK-UHFFFAOYSA-N,J,J01,J01X,J01XX,J01XX03,clofoctol,BRD-K02900412,CC(C)(C)CC(C)(C)C1CCC(O)C(CC2CCC(CL)CC2CL)C1
NBRBXGKOEOGLOI-UHFFFAOYSA-N,J,J05,J05A,J05AP,J05AP09,dasabuvir,BRD-K02943813,COC1C(CC(CC1C(C)(C)C)-N1CCC(=O)[NH]C1=O)-C1CCC2CC(NS(C)(=O)=O)CCC2C1
IZAOBRWCUGOKNH-OAHLLOKOSA-N,,,,,,,,C[C@@H](N(C1CC(F)CCC1F)S(=O)(=O)C1CCC(CL)CC1)C1CCC(F)CC1CCCC(O)=O
FPYJSJDOHRDAMT-KQWNVCNZSA-N,,,,,,,,CN(C1CCCC(CL)C1)S(=O)(=O)C1CCC2NC(=O)\C(=C/C3[NH]C(C)C(C(=O)N4CCN(C)CC4)C3C)C2C1
JTEGQNOMFQHVDC-NKWVEPMBSA-N,J,J05,J05A,J05AR,J05AR02,lamivudine,BRD-K02992638,NC1CCN([C@@H]2CS[C@H](CO)O2)C(=O)N1
NDEXUOWTGYUVGA-LJQANCHMSA-N,,,,,,pf-477736,pf-477736,CN1CC(CN1)-C1[NH]C2CC(NC(=O)[C@H](N)C3CCCCC3)CC3C2C1CN[NH]C3=O
WHXMKTBCFHIYNQ-SECBINFHSA-N,C,C01,C01C,C01CX,C01CX08,levosimendan,BRD-K03095347,C[C@@H]1CC(=O)NN=C1C1CCC(NN=C(C#N)C#N)CC1
MNDBXUUTURYVHR-UHFFFAOYSA-N,R,R03,R03D,R03DX,R03DX07,roflumilast,BRD-K03194791,FC(F)OC1CCC(CC1OCC1CC1)C(=O)NC1C(CL)CNCC1CL
MCPUZZJBAHRIPO-UHFFFAOYSA-N,,,,,,lersivirine,BRD-K03289534,CCC1NN(CCO)C(CC)C1OC1CC(CC(C1)C#N)C#N
IWCWQNVIUXZOMJ-MISYRCLQSA-N,,,,,,ecabet,BRD-K03353589,CC(C)C1CC2CC[C@H]3[C@@](C)(CCC[C@]3(C)C2CC1S(O)(=O)=O)C(O)=O
SGOOQMRIPALTEL-UHFFFAOYSA-N,L,L03,L03A,L03AX,L03AX02,roquinimex,BRD-K03384561,CN(C(=O)C1C(O)C2CCCCC2N(C)C1=O)C1CCCCC1
BSMCAPRUBJMWDF-KRWDZBQOSA-N,L,L01,L01X,L01XE,L01XE38,cobimetinib,BRD-K03390685,OC1(CN(C1)C(=O)C1CCC(F)C(F)C1NC1CCC(I)CC1F)[C@@H]1CCCCN1
NMUSYJAQQFHJEW-KVTDHHQDSA-N,L,L01,L01B,L01BC,L01BC07,azacitidine,BRD-K55026842,NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
CXQHYVUVSFXTMY-UHFFFAOYSA-N,,,,,,foretinib,BRD-K03449891,COC1CC2C(OC3CCC(NC(=O)C4(CC4)C(=O)NC4CCC(F)CC4)CC3F)CCNC2CC1OCCCN1CCOCC1
FABUFPQFXZVHFB-PVYNADRNSA-N,L,L01,L01D,L01DC,L01DC04,ixabepilone,BRD-K03601870,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1CSC(C)N1
DEZFNHCVIZBHBI-ZHACJKMWSA-N,,,,,,,,CC(=O)C1C(O)C(C)C(O)C(CC2C(O)C(C(=O)/C=C/C3CCCCC3)C4OC(C)(C)C=CC4C2O)C1O
JDUWHZOLEDOQSR-JKPSMKLGSA-N,,,,,,,,CC(=C)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@@H](CC[C@@]3(O)[C@@]52O[C@@H]5[C@H]1O)[C@@H]6OC(C)(C)[C@H]7C[C@@H]8C(=C)CC9C(CL)CC%10[NH]C4C6C%10C9[C@@]87O
WAOQONBSWFLFPE-VIFPVBQESA-N,,,,,,raclopride,BRD-K04111260,CCN1CCC[C@H]1CNC(=O)C1C(O)C(CL)CC(CL)C1OC
QEFAQIPZVLVERP-UHFFFAOYSA-N,S,S01,S01B,S01BC,S01BC10,nepafenac,BRD-K04112579,NC(=O)CC1CCCC(C(=O)C2CCCCC2)C1N
CMHHMUWAYWTMGS-UHFFFAOYSA-N,S,S01,S01H,S01HA,S01HA02,oxybuprocaine,BRD-K04185004,CCCCOC1CC(CCC1N)C(=O)OCCN(CC)CC
ZCGNOVWYSGBHAU-UHFFFAOYSA-N,,,,,,favipiravir,BRD-K04264130,NC(=O)C1NC(F)CNC1O
CCAWRGNYALGPQH-UHFFFAOYSA-N,,,,,,,,FC(F)(F)C1CCCC(NC(=O)NC2CC(CCC2-C2CCSC2)S(=O)(=O)NC2CC2)C1
