name,atc
"Phosphonic acid derivatives, direct acting antivirals",J05AD
"Benzimidazole derivatives, antinematodal",P02CA
"oxedrine, combinations",S01GA56
ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E
oxolamine,R05DB07
fulvestrant,L02BA03
nitric oxide,R07AX01
metabutethamine,N01BA01
"Antiandrogens, plain",G03HA
tiotropium bromide,R03BB04
Hydrazides for tuberculosis treatment,J04AC
irbesartan and amlodipine,C09DB05
magnesium oxide,A02AA02
methiosulfonium chloride,A02BX04
iodocholesterol (131I),V09XA02
dimethyl sulfoxide,G04BX13
eprosartan,C09CA02
"aceclidine, combinations",S01EB58
benazepril,C09AA07
tasosartan,C09CA05
technetium (99mTc) succimer,V09CA02
nitrous oxide,N01AX13
valsartan and lercanidipine,C09DB08
magnesium silicate,A02AA05
trioxysalen,D05BA01
mercurochrome,D08AK04
mebutizide,C03AA13
sulbenicillin,J01CA16
pirbuterol,R03CC07
hydromorphone,N02AA03
gefarnate,A02BX07
urapidil,C02CA06
aspoxicillin,J01CA19
cocaine,N01BC01
serum gonadotrophin,G03GA03
"octenidine, combinations",D08AJ57
halothane,N01AB01
"Morphinan derivatives, opiod analgesics",N02AF
"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05B
Other plain vitamin preparations in ATC,A11HA
"clomethiazole, combinations",N05CX04
conestat alfa,B06AC04
prasugrel,B01AC22
halometasone,D07AC12
"Tetrahydropyrimidine derivatives, antinematodal",P02CC
"carbenoxolone, combinations excl. psycholeptics",A02BX51
papaverine,G04BE02
levonorgestrel,G03AD01
"Technetium 99m compounds, tumor detection radiopharmaceuticals",V09IA
aliskiren and hydrochlorothiazide,C09XA52
adefovir dipivoxil,J05AF08
levodopa,N04BA01
"Substituted alkylamines, systemic antihistamines",R06AB
aldosterone,H02AA01
"proguanil, combinations",P01BB51
CAPILLARY STABILIZING AGENTS,C05C
sulfaguanidine,A07AB03
"aminophenazone, combinations excl. psycholeptics",N02BB53
aminoacridine,D08AA02
Other drugs for bile therapy in ATC,A05AX
clobenzorex,A08AA08
feprazone,M02AA16
prednisolone and antiinfectives,S02CA01
afatinib,L01XE13
"Antibiotics, Gynecological",G01AA
beclometasone,D07AC15
proxyphylline,R03DA03
chlorhexidine,S03AA04
Other non-selective calcium channel blockers in ATC,C08EX
aceclidine,S01EB08
ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A
Experimental Model of Disease,T050
Animal,T008
Antifibrinolytic amino acids,B02AA
"emtricitabine, tenofovir disoproxil and rilpivirine",J05AR08
magnesium aspartate,A12CC05
sodium perborate,A01AB19
efloxate,C01DX13
vindesine,L01CA03
"Vitamin A, plain",A11CA
ispaghula (psylla seeds),A06AC01
ciprofloxacin,S03AA07
Corticosteroid ophthalmologic and otologic preparations,S03B
Other irrigating solution combinations in ATC,B05CX10
bendroflumethiazide,C03AA01
rocuronium bromide,M03AC09
technetium (99mTc) microspheres,V09EB02
fenoterol,R03CC04
gestodene and ethinylestradiol,G03AA10
diastase,A09AA01
"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A
alipogene tiparvovec,C10AX10
Synthetic anticholinergic agents in combination with analgesics,A03DA
mepartricin,D01AA06
"Insulins and analogues for injection, long-acting",A10AE
crizotinib,L01XE16
DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03
monoethanolamine oleate,C05BB01
sunitinib,L01XE04
gedocarnil,N05BX02
parathyroid gland extract,H05AA01
insulin (beef),A10AC02
octenidine,R02AA21
ropeginterferon alfa-2b,L03AB15
efinaconazole,D01AC19
POSTERIOR PITUITARY LOBE HORMONES,H01B
mifepristone,G03XB01
"diclofenac, combinations",M01AB55
phenylephrine,S01FB01
acadesine,C01EB13
Adrenergic and dopaminergic agents combinations,C01CA30
sodium chloride,B05XA03
nifuratel,G01AX05
phenylephrine,R01BA03
Laboratory Procedure,T059
nitrofural,B05CA03
noscapine,R05DA07
"diosmin, combinations",C05CA53
"potassium phosphate, incl. combinations with other potassium salts",B05XA06
"promethazine, combinations",R06AD52
"Immunoglobulins, normal human",J06BA
coagulation factor VIIa,B02BD08
rivaroxaban,B01AF01
Hepatitis vaccine combinations,J07BC20
anistreplase,B01AD03
rosuvastatin and acetylsalicylic acid,C10BX05
samarium (153Sm) lexidronam,V10BX02
betaxolol,S01ED02
pepsin and acid preparations,A09AC01
hemoglobin crosfumaril,B05AA08
drospirenone,G03AC10
mumps immunoglobulin,J06BB15
sodium aminosalicylate,J04AA02
organic nitrates in combination with psycholeptics,C01DA70
levonorgestrel and ethinylestradiol,G03AB03
tiabendazole,D01AC06
Other cardiac glycosides in ATC,C01AX
ANTIGOUT PREPARATIONS,M04A
retigabine,N03AX21
clofibride,C10AB10
flurbiprofen,S01BC04
calcium silicate,A02AC02
oxprenolol,C07AA02
Functional Concept,T169
auranofin,M01CB03
flumetasone and antibiotics,D07CB05
altizide and potassium-sparing agents,C03EA04
aminoglutethimide,L02BG01
"omeprazole, amoxicillin and clarithromycin",A02BD05
ursodeoxycholic acid,A05AA02
bunaftine,C01BD03
zinc compounds,S01AX03
carbasalate calcium combinations excl. psycholeptics,N02BA65
trimetaphan,C02BA01
"Corticosteroids and antiinfectives in combination, otologic",S02C
etodolac,M01AB08
pyrazinamide,J04AK01
pembrolizumab,L01XC18
nepinalone,R05DB26
enoxacin,J01MA04
sulfacetamide,S01AB04
PARATHYROID HORMONES AND ANALOGUES,H05A
letrozole,L02BG04
cymarin,C01AC03
Sulfur containing product ectoparasiticides,P03AA
"metoprolol and thiazides, combinations",C07BB52
oxamniquine,P02BA02
phenytoin,N03AB02
Other antibacterials in ATC,J01XX
zaleplon,N05CF03
benperidol,N05AD07
triazolam,N05CD05
azanidazole,G01AF13
"LOW-CEILING DIURETICS, THIAZIDES",C03A
demegestone,G03DB05
chlormadinone and estrogen,G03FB03
etofylline nicotinate,C04AD04
fluindione,B01AA12
"Thioxanthene derivatives, antipsychotic",N05AF
adenosine,C01EB10
dantrolene,M03CA01
hydralazine and diuretics,C02LG02
deflazacort,H02AB13
paromomycin,A07AA06
Natural Phenomenon or Process,T070
clioquinol,D09AA10
hydrocortisone butyrate,D07AB02
catumaxomab,L01XC09
alprazolam,N05BA12
technetium (99mTc) antimelanoma antibody,V09IA02
"Barbiturates, hypnotics and sedatives, plain",N05CA
casopitant,A04AD13
sodium iodide (124I),V09FX04
tasimelteon,N05CH03
technetium (99mTc) depreotide,V09IA05
lubiprostone,A06AX03
natamycin,G01AA02
hexamidine,R02AA18
Gangliosides and ganglioside derivatives,N07XA
brimonidine,D11AX21
iodine I-131 therapeutic radiopharmaceuticals,V10XA
phensuximide,N03AD02
trichlormethiazide,C03AA06
milnacipran,N06AX17
rufinamide,N03AF03
oxyphenisatine,A06AB01
"bupivacaine, combinations",N01BB51
fexofenadine,R06AX26
chlormadinone and ethinylestradiol,G03AA15
methyl aminolevulinate,L01XD03
methyldopa (levorotatory),C02AB01
zimeldine,N06AB02
"albumin tannate, combinations",A07XA51
aluminium preparations,C05AX01
perhexiline,C08EX02
nebivolol,C07AB12
iodoform,D09AA13
codeine and ibuprofen,N02AJ08
OTHER ANTIDIARRHEALS in ATC,A07X
EMOLLIENTS AND PROTECTIVES,D02
Other hypnotics and sedatives in ATC,N05CM
finasteride,G04CB01
insulin (beef),A10AE02
ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03E
betacarotene,D02BB01
vedolizumab,L04AA33
paroxetine,N06AB05
"bioallethrin, combinations",P03AC52
Other immunostimulants in ATC,L03AX
beclometasone,R01AD01
pentosan polysulfate sodium,C05BA04
sodium iodohippurate (131I),V09CX02
neomycin,S03AA01
nandrolone,S01XA11
"Antibiotics, Antitubercular",J04AB
urate oxidase,M04AX01
typhoid-hepatitis A,J07CA10
calcium lactate,A12AA05
"Iodine I-123 compounds, CNS diagnostic radiopharmaceuticals",V09AB
diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,J07CA13
kanamycin,J01GB04
tolciclate,D01AE19
poly ICLC,L03AX08
fotemustine,L01AD05
Angiotensin II antagonists and diuretics,C09DA
fusidic acid,S01AA13
clobetasone and antiinfectives,S01CA11
technetium (99mTc) galtifenin,V09DA05
ferrous gluconate,B03AA03
eprazinone,R05CB04
sugammadex,V03AB35
mepartricin,G04CX03
cetrimide,D08AJ04
trandolapril and verapamil,C09BB10
Calcium,A12AA
rifamycin,S01AA16
atazanavir,J05AE08
phenol,N01BX03
dipyrocetyl,N02BA09
ferric oxide polymaltose complexes,B03AD04
diethyl ether,N01AA01
troglitazone,A10BG01
ethinylestradiol,L02AA03
sobrerol,R05CB07
norethisterone,G03AC01
ferric maltol,B03AB10
"Piperazine and derivatives, antinematodal agents",P02CB
"Quinoline derivatives and related substances, antitrematodals",P02BA
betanidine,C02CC01
tolvaptan,C03XA01
"heparinoid, combinations",C05BA51
amino acids,B05BA01
metrizoic acid,V08AA02
"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC",R03B
fluorometholone and mydriatics,S01BB03
"tropicamide, combinations",S01FA56
uridine triacetate,A16AX13
prilocaine,N01BB04
"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",C02B
nebivolol and amlodipine,C07FB12
glipizide,A10BB07
"barbiturates for general anesthesia, in combination with other drugs",N01AG
oxantel,P02CC02
racecadotril,A07XA04
thrombin,B02BD30
tacalcitol,D05AX04
"Selective serotonin (5HT1) agonists, antimigraine drugs",N02CC
"Synthetic antispasmodics, amides with tertiary amines for functional gastrointestinal disorders",A03AC
ACTH and synthetic analog preparations,H01AA
propofol,N01AX10
endralazine,C02DB03
Antidotes,V03AB
duloxetine,N06AX21
sodium nitrite,V03AB08
Influenza vaccines,J07BB
perindopril,C09AA04
ketoprofen,M02AA10
hymecromone,A05AX02
almagate,A02AD03
pyridoxine,A11HA02
vilazodone,N06AX24
bephenium,P02CX02
deserpidine,C02AA05
"fluticasone, combinations",R01AD58
sitimagene ceradenovec,L01XX37
nalbuphine,N02AF02
rilmenidine,C02AC06
viminol,N02BG05
"Softeners, emollients",A06AA
seratrodast,R03DX06
amitriptyline,N06AA09
"c1-inhibitor, plasma derived",B06AC01
dabrafenib,L01XE23
dimeticone,P03AX05
bupranolol,C07AA19
dexchlorpheniramine,R06AB02
"Corticosteroids, very potent, combinations with antibiotics",D07CD
droxidopa,C01CA27
"Rauwolfia alkaloids, centrally acting antiadrenergic",C02AA
crospovidone,A07BC03
"Other ectoparasiticides, incl. scabicides in ATC",P03AX
"Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",G04CA
Stomi equipment,V07AS
tenidap,M01AX23
benzydamine,R02AX03
artenimol,P01BE05
ibuprofen,M02AA13
vecuronium,M03AC03
thyreoidea function test diagnostic agents,V04CJ
prochlorperazine,N05AB04
barbiturates in combination with other drugs,N05CB02
Zinc Supplements,A12CB
"ANESTHETICS, GENERAL",N01A
acetophenazine,N05AB07
tyropanoic acid,V08AC09
"paracetamol, combinations excl. psycholeptics",N02BE51
pipecuronium bromide,M03AC06
methallenestril,G03CB03
tranexamic acid,B02AA02
"reserpine, combinations",C02AA52
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",J05AR18
betacarotene,A11CA02
pyrithyldione,N05CE03
"Xanthine derivatives, psychostimulants, agents used for ADHD and nootropics",N06BC
cabozantinib,L01XE26
hachimycin,D01AA03
dilazep,C01DX10
ANTIINFECTIVES FOR SYSTEMIC USE,J
magnesium sulfate,A12CC02
oxaliplatin,L01XA03
atorvastatin,C10AA05
"Alpha glucosidase inhibitors, blood glucose lowering",A10BF
"bucetin, combinations excl. psycholeptics",N02BE54
oxprenolol and other diuretics,C07CA02
testosterone,G03BA03
epirubicin,L01DB03
Various diagnostic radiopharmaceuticals,V09XX
Histamine H2 receptor antagonists for peptic ulcer and GORD,A02BA
"Indole derivatives, antipsychotic",N05AE
belladonna total alkaloids,A03BA04
rebamipide,A02BX14
dibotermin alfa,M05BC01
levosimendan,C01CX08
"meprobamate, combinations",N05BC51
glycine,B05CX03
balugrastim,L03AA15
aliskiren,C09XA02
chlormethine,L01AA05
atropine,S01FA01
esmolol,C07AB09
yttrium (90Y) ferrihydroxide colloid,V10AA02
sodium chloride,B05CB01
Other blood products in ATC,B05AX
isothipendyl,R06AD09
olmesartan medoxomil and amlodipine,C09DB02
fenyramidol,M03BX30
"Thiosemicarbazones, direct acting antivirals",J05AA
guanethidine,S01EX01
enprostil,A02BB02
Organism Function,T040
flower allergenic extracts,V01AA10
ANTIPROTOZOALS,P01
ipratropium bromide,R03BB01
"ketoprofen, combinations",M01AE53
oxyquinoline,A01AB07
"encephalitis, tick borne immunoglobulin",J06BB12
linagliptin,A10BH05
codeine,R05DA04
semaglutide,A10BJ06
miconazole,A07AC01
MYDRIATICS AND CYCLOPLEGICS,S01F
Proton pump inhibitors for peptic ulcer and GORD,A02BC
lorajmine,C01BA12
pheniramine,D04AA16
tiemonium iodide,A03AB17
"clorexolone, combinations with psycholeptics",C03BA82
sevoflurane,N01AB08
naproxen and misoprostol,M01AE56
prednisolone,A07EA01
Salicylic acid derivative anticestodals,P02DA
TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A
cromoglicic acid,R01AC01
Cell or Molecular Dysfunction,T049
"bifonazole, combinations",D01AC60
vardenafil,G04BE09
glycyrrhizic acid,A05BA08
"benziodarone, combinations",C01DX54
"lansoprazole, tetracycline and metronidazole",A02BD02
indometacin,S01BC01
picloxydine,S01AX16
amoxicillin,J01CA04
"salicylamide, combinations with psycholeptics",N02BA75
hydrochlorothiazide and potassium-sparing agents,C03EA01
"Cyclic amines, direct acting antivirals",J05AC
Quantitative Concept,T081
metoprolol and thiazides,C07BB02
ANTIHISTAMINES FOR SYSTEMIC USE,R06
"Antiarrhythmics, class Ia",C01BA
nimesulide,M01AX17
moxifloxacin,J01MA14
clobazam,N05BA09
prajmaline,C01BA08
Other diagnostic agents in ATC,V04CX
Other antitrematodal agents in ATC,P02BX
ofloxacin,J01MA01
sulfamethizole,S01AB01
CICATRIZANTS,D03A
contact laxatives in combination,A06AB20
fluprednidene and antibiotics,D07CB02
desogestrel and estrogen,G03FB10
cicletanine,C03BX03
durvalumab,L01XC28
sodium tartrate,A06AD21
somatostatin,H01CB01
"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D
ethionamide,J04AD03
various other nasal preparations in ATC,R01AX10
diclofenac,M01AB05
"meningococcus C, purified polysaccharides antigen conjugated",J07AH07
emedastine,S01GX06
polycarbophil calcium,A06AC08
OPIOID ANALGESICS,N02A
norfloxacin,S01AE02
rolitetracycline,J01AA09
levetiracetam,N03AX14
cortisone,S01BA03
moracizine,C01BG01
"Aluminium agents, antiseptics and disinfectants",D08AB
organic nitrates in combination,C01DA20
benoxaprofen,M01AE06
"SURGICAL AIDS, OPHTHALMOLOGIC",S01K
"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C
miconazole,J02AB01
chlorothiazide and potassium,C03AB04
dexamfetamine,N06BA02
pentifylline,C04AD01
"peginterferon alfa-2b, combinations",L03AB60
clopenthixol,N05AF02
betamethasone,D07XC01
etamiphylline and adrenergics,R03DB06
amifampridine,N07XX05
sodium hypochlorite,D08AX07
allergic disease test diagnostic agents,V04CL
Quinolone vasodilators used in cardiac diseases,C01DB
lixisenatide,A10BJ03
tafamidis,N07XX08
cardioplegia solutions,B05XA16
desoximetasone,D07AC03
Drugs for treatment of lepra,J04BA
tiazotic acid,C01EB23
Fluoride supplements,A12CD
Other nervous system drugs in ATC,N07XX
zuclopenthixol,N05AF05
olopatadine,S01GX09
INTESTINAL ANTIINFLAMMATORY AGENTS,A07E
CALCIUM HOMEOSTASIS,H05
dequalinium,D08AH01
flutrimazole,D01AC16
"linseed, combinations",A06AC55
"Vitamins, other combinations",A11JC
fusafungine,R02AB03
flurbiprofen,M01AE09
inosine,G01AX02
dyclonine,R02AD04
"Choline esters, parasympathomimetics",N07AB
imatinib,L01XE01
triamcinolone,R01AD11
ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01B
Beta-lactamase resistant penicillins,J01CF
tianeptine,N06AX14
hydrochlorothiazide,C03AA03
cefotaxime and beta-lactamase inhibitor,J01DD51
ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,D10B
mercaptamine,S01XA21
"Ethylene imines, antineoplastic alkylating drugs",L01AC
netilmicin,S01AA23
neltenexine,R05CB14
beclometasone,R03BA01
romosozumab,M05BX06
eprosartan and diuretics,C09DA02
cobalt (58Co) cyanocobalamine,V09XX02
ranitidine,A02BA02
"Ergot alkaloids and oxytocin incl. analogues, in combination",G02AC
organo-heparinoid,C05BA01
indium (111In) pentetic acid,V09AX01
propentofylline,N06BC02
"Antispasmodics, psycholeptics and analgesics in combination",A03EA
dexrazoxane,V03AF02
"risedronic acid, calcium and colecalciferol, sequential",M05BB04
cridanimod,L03AX18
"Insulins and analogues for injection used in Diabetes, intermediate- or long-acting combined with fast-acting",A10AD
Diagnostic Procedure,T060
"dextropropoxyphene, combinations excl. psycholeptics",N02AC54
"ceftriaxone, combinations",J01DD54
clomethiazole,N05CM02
Encephalitis vaccines,J07BA
bithionol,D10AB01
iodine iolopride (123I),V09AB02
ascorbic acid,G01AD03
benzalkonium,D08AJ01
pidotimod,L03AX05
choline salicylate,N02BA03
amorolfine,D01AE16
tropicamide,S01FA06
bupropion and naltrexone,A08AA62
OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,R07
"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR
"Prostaglandin analogues, antiglaucoma drugs and miotics",S01EE
amlexanox,A01AD07
varicella/zoster immunoglobulin,J06BB03
flutemetamol (18F),V09AX04
fenquizone,C03BA13
technetium (99mTc) butedronic acid,V09BA04
technetium (99mTc) etifenin,V09DA02
azithromycin,S01AA26
natamycin,S01AA10
"hemophilus influenzae B, combinations with toxoids",J07AG51
calcium glubionate,A12AA02
PROTECTIVES AGAINST UV-RADIATION,D02B
bicalutamide,L02BB03
strontium ranelate and colecalciferol,M05BX53
flosequinan,C01DB01
lysozyme,D06BB07
"phenacetin, combinations with psycholeptics",N02BE73
Other diagnostic radiopharmaceuticals for tumour detection in ATC,V09IX
eliglustat,A16AX10
"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05C
bupivacaine,N01BB01
hematin,B06AB01
flumequine,J01MB07
Intellectual Product,T170
sulfanilamide,J01EB06
salsalate,N02BA06
amprenavir,J05AE05
"Corticosteroids, potent, combinations with antibiotics",D07CC
tetracycline,D06AA04
loperamide oxide,A07DA05
digitalis leaves,C01AA03
amobarbital,N05CA02
theobromine,C03BD01
colfosceril palmitate,R07AA01
albumin tannate,A07XA01
fumaric acid,D05AX01
macimorelin,V04CD06
sulfasalazine,A07EC01
hexamidine,R01AX07
benznidazole,P01CA02
chlorquinaldol,P01AA04
methyldopa (levorotatory) and diuretics,C02LB01
oil ingredients,A06AG06
benfluorex,A10BX06
idoxuridine,S01AD01
glibornuride,A10BB04
Antibiotics and corticosteroids,G01BA
ceftizoxime,J01DD07
balsalazide,A07EC04
oxycodone and acetylsalicylic acid,N02AJ18
zinc gluconate,A12CB02
orphenadrine (chloride),N04AB02
povidone-iodine,R02AA15
"morphine, combinations",A07DA52
natamycin,A07AA03
house dust mites,V01AA03
dronabinol,A04AD10
technetium (99mTc) pertechnetate,V09FX01
clopamide and potassium,C03BB03
chlorproethazine,N05AA07
fenspiride,R03DX03
artenimol and piperaquine,P01BF05
epimestrol,G03GB03
"meningococcus A, purified polysaccharides antigen",J07AH01
chloralodol,N05CC02
"undecylenic acid, combinations",D01AE54
amantadine,N04BB01
biapenem,J01DH05
"Acridine derivatives, antiseptics and disinfectants",D08AA
Pyrethrines,P03BA
metformin and acarbose,A10BD17
niridazole,P02BX02
medroxyprogesterone,G03DA02
"Technetium (99mTc), particles for injection",V09EB
cetylpyridinium,D09AA07
Quinoline derivative antiinfectives/antiseptics and corticosteroids,G01BC
flubendazole,P02CA05
diflorasone,D07AC10
lactulose,A06AD11
methapyrilene,R06AC05
"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03B
fluticasone,R01AD08
Carbapenems,J01DH
acefylline piperazine,R03DA09
pancreatic function test diagnostic agents,V04CK
rifampicin and isoniazid,J04AM02
reproterol,R03CC14
ridaforolimus,L01XE19
"Arsenic compounds, Gynecological",G01AB
"rifampicin, pyrazinamide and isoniazid",J04AM05
abciximab,B01AC13
fluorescein,S01JA01
"hydroflumethiazide, combinations",C03AH02
ibritumomab tiuxetan (90Y),V10XX02
cetylpyridinium,R02AA06
HYPOTHALAMIC HORMONES,H01C
Other antithrombotic agents in ATC,B01AX
etilamfetamine,A08AA06
adrenalone,B02BC05
Acidifiers,G04BA
DIAGNOSTIC RADIOPHARMACEUTICALS,V09
betamethasone,H02AB01
Iodine I-131 diagnostic radiopharmaceuticals,V09XA
"Thiazolidinediones, blood glucose lowering drugs",A10BG
"sodium picosulfate, combinations",A06AB58
phenylephrine,R01AB01
phenol,D08AE03
"metipranolol and thiazides, combinations",C07BA68
estriol,G03CC06
bendroflumethiazide and potassium,C03AB01
desirudin,B01AE01
sodium monofluorophosphate,A12CD02
danazol,G03XA01
baclofen,M03BX01
pentaerithrityl,A06AD14
Environmental Effect of Humans,T069
trazodone,N06AX05
proxyphylline and adrenergics,R03DB03
calcium alginate,B02BC08
mitomycin,L01DC03
elcatonin,H05BA04
insulin degludec and liraglutide,A10AE56
