name,atc,inchi_key,smiles
bms184394,,AYAJZQYENGWICE-QHCPKHFHSA-N,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O
naringenin,,FTVWIRXFELQLPI-ZDUSSCGKSA-N,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1
"1,2,3,4-tetrahydro-isoquinoline-7-sulfonic acid amide",,UGLLZXSYRBMNOS-UHFFFAOYSA-N,NS(=O)(=O)C1=CC2=C(CCNC2)C=C1
heme d,,VHULDAGHTVZTRL-YDXXJHAFSA-J,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5[N+]6=C(C=C7N8C(C=C1N2[Fe]68N34)=C([O-])[C@]7(C)CC(O)=O)C(=O)[C@]5(C)CC(O)=O
trypanothione,,PHDOXVGRXXAYEB-VJANTYMQSA-N,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O)C(O)=O
6-phenyl-4(r)-(7-phenyl-heptanoylamino)-hexanoic acid,,SMNHQYPORNSAQH-HSZRJFAPSA-N,[H][C@](CCC(O)=O)(CCC1=CC=CC=C1)N=C(O)CCCCCCC1=CC=CC=C1
cyclohexyl-hexyl-beta-d-maltoside,,WUCWJXGMSXTDAV-QKMCSOCLSA-N,[H][C@]1(CO)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@@]([H])(OCCCCCCC3CCCCC3)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
n5-methylglutamine,,ONXPDKGXOOORHB-BYPYZUCNSA-N,CNC(=O)CC[C@H](N)C(O)=O
reactive red 1 dye,,LOCFSBZWHQIILX-CYYJNZCTSA-N,NC1=NC(NC2=CC(=CC3=C2C(O)=C(\N=N\C2=CC=CC=C2S(O)(=O)=O)C(=C3)S(O)(=O)=O)S(O)(=O)=O)=NC(N)=N1
"1-[4-carboxy-2-(3-pentylamino)phenyl]-5,5'-di(hydroxymethyl)pyrrolidin-2-one",,BNIJJJRESBVRNB-UHFFFAOYSA-N,CCC(CC)NC1=CC(=CC=C1N1C(=O)CCC1(CO)CO)C(O)=O
trans-6-(2-phenylcyclopropyl)-naphthalene-2-carboxamidine,,NQRIWXVAIWPBEM-OALUTQOASA-N,[H][C@]1(C[C@@]1([H])C1=CC2=CC=C(C=C2C=C1)C(N)=N)C1=CC=CC=C1
1-phenylsulfonamide-3-trifluoromethyl-5-parabromophenylpyrazole,,OYZKFVIVPRQRQQ-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F
2'-o-acetyl adenosine-5-diphosphoribose,,BFNOPXRXIQJDHO-DLFWLGJNSA-N,[H][C@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])OC(C)=O
"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",,RIUIMUSXAGXXON-FMTWGGRWSA-N,[H][C@]1(CO)O[C@@]2(N=C(O)N(C)C2=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
brequinar analog,,WYKKHJQZENLZID-UHFFFAOYSA-N,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1
"5,10-dimethylene tetrahydromethanopterin",,GBMIGEWJAPFSQI-FLVBPUPRSA-N,C[C@H]1[C@@H]2[C@@H](C)NC3=C(N2CN1C1=CC=C(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@@](O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@@H]2O)C=C1)C(=O)NC(N)=N3
8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide,,UXOZEHHQWXVTPI-MZWSMYJRSA-N,[H][C@@](O)(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)[C@@]([H])(O)[C@@]([H])(O)CN1C2=C(C=C(C)C(=C2)N(C)C)N=C2C(O)=NC(=O)N=C12
4-benzoylamino-4-{1-{1-carbamoyl-2-[4-(difluoro-phosphono-methyl)-phenyl]-ethylcarbamoyl}-2-[4-(difluoro-phosphono-methyl)-phenyl]-ethylcarbamoyl}-butyric acid,,UJIWNECQGQOIKP-SDHOMARFSA-N,[H][C@@](CCC(O)=O)(N=C(O)C1=CC=CC=C1)C(O)=N[C@@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N[C@@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N
l-alpha-glycerophosphorylethanolamine,,JZNWSCPGTDBMEW-YFKPBYRVSA-N,NCCO[P@@](O)(=O)OC[C@@H](O)CO
alpha-d-fucose,,SHZGCJCMOBCMKK-PHYPRBDBSA-N,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
phosphomethylphosphonic acid guanosyl ester,,OCJWYBKRHNXUME-KQYNXXCUSA-N,[H][C@]1(COP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
3-aminosuccinimide,,YDNMHDRXNOHCJH-REOHCLBHSA-N,[H][C@]1(N)CC(O)=NC1=O
uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-d-galactose,,NGTCPFGWXMBZEP-NQQHDEILSA-N,[H][C@]1(COP(O)(=O)OP(O)(=O)O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])F)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O
2-keto-3-deoxygluconate,,WPAMZTWLKIDIOP-UCORVYFPSA-N,OC[C@H](O)[C@@H](O)CC(=O)C(O)=O
"3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.]pyrazole",,NHOACLCXCKJMAK-UHFFFAOYSA-N,C1C2=C(C=CC=C2)C2=NNC(=C12)C1=CC=NC=C1
2'-deoxyguanosine-5'-diphosphate,,CIKGWCTVFSRMJU-KVQBGUIXSA-N,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
"lambda-bis(2,2'-bipyridine)imidazole osmium (ii)",,LHAHECCJWGXHOW-UHFFFAOYSA-N,C1=CN(C=N1)[Os++]123[N]4=CC=CC=C4C4=[N]1C=CC=C4.C1=CC(C4=CC=CC=[N]24)=[N]3C=C1
7-methylguanosine,,OGHAROSJZRTIOK-KQYNXXCUSA-O,CN1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2
"4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-d-lyxo-hexopyranosyl-(1->4)-alpha-d-threo-hexopyranosyl-(1->6)-alpha-l-threo-hexopyranose",,FZLCJZILHGFQLM-PISLJJGOSA-N,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OC[C@@]3([H])O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O
alvocidib,,BIIVYFLTOXDAOV-YVEFUNNKSA-N,CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl
o-sulfo-l-serine,,LFZGUGJDVUUGLK-REOHCLBHSA-N,[H][C@](N)(COS(O)(=O)=O)C(O)=O
mercaptomethyl phosphonate,,MJZCELCYTRONIX-UHFFFAOYSA-L,[O-]P([O-])(=O)CS
malate ion,,BJEPYKJPYRNKOW-UWTATZPHSA-N,O[C@H](CC(O)=O)C(O)=O
tricosanoic acid,,XEZVDURJDFGERA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC(O)=O
galactose-uridine-5'-diphosphate,,HSCJRCZFDFQWRP-ABVWGUQPSA-N,OC[C@H]1O[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O
(4s)-4-{[(2s)-2-amino-3-oxopropyl]sulfanyl}-l-homoserinate,,ZGWOKDWPXPPFGS-VAYJURFESA-N,[H][C@](O)(C[C@]([H])(N)C(O)=O)SC[C@]([H])(N)C(O)=O
"4-acetyl-4-guanidino-6-methyl(propyl)carboxamide-4,5-dihydro-2h-pyran-2-carboxylic acid",,QPJWMZVTNXFTKV-JMJZKYOTSA-N,CCCN(C)C(=O)[C@@H]1OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O
"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",,IVPCTHKPOPQMSX-UHFFFAOYSA-N,CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2Cl)=NC2=C(N)N=CN=C12
"2,6-diaminoquinazolin-4(3h)-one",,YCRCNZBZUQLULA-UHFFFAOYSA-N,NC1=CC2=C(C=C1)N=C(N)N=C2O
9-deazaadenine,,YRVFQPBPZCRUDX-UHFFFAOYSA-N,N=C1NC=NC2=C1NC=C2
"6-[3-(4-morpholinyl)propyl]-2-(3-nitrophenyl)-5-thioxo-5,6,-dihydro-7h-thienol[2',3':4,5]pyrrolo[1,2-c]imidazol-7-one",,UXGUZFZBZPPZGL-UHFFFAOYSA-N,[O-][N+](=O)C1=CC(=CC=C1)C1=CC2=C(S1)C=C1N2C(=S)N(CCCN2CCOCC2)C1=O
1-ethoxy-2-(2-methoxyethoxy)ethane,,CNJRPYFBORAQAU-UHFFFAOYSA-N,CCOCCOCCOC
2-(4-chlorophenyl)-5-quinoxalinecarboxamide,,FLYGLPYJEQPCFY-UHFFFAOYSA-N,NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1
6-o-phosphoryl inosine monophosphate,,RXRZOKQPANIEDW-KQYNXXCUSA-N,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2N=CN=C3OP(O)(O)=O)[C@]([H])(O)[C@]1([H])O
alpha-d-galacturonic acid,,AEMOLEFTQBMNLQ-BKBMJHBISA-N,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
"uridine-2',3'-vanadate",,JSPAHXDHRUTBDP-VKTKOMAXSA-L,OC[C@@H]1O[C@H]([C@H]2O[V](O)(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O
"(s)-2-amino-3-(4h-selenolo[3,2-b]-pyrrol-6-yl)-propionic acid",,RKIAGDNYTCWCNV-LURJTMIESA-N,[H][C@](N)(CC1=CNC2=C1[Se]C=C2)C(O)=O
2-methoxy-4-vinyl-phenol,,YOMSJEATGXXYPX-UHFFFAOYSA-N,COC1=CC(C=C)=CC=C1O
equilenin,,PDRGHUMCVRDZLQ-WMZOPIPTSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C2C=CC2=C1C=CC(O)=C2
eniluracil,,JOZGNYDSEBIJDH-UHFFFAOYSA-N,O=C1NC=C(C#C)C(=O)N1
[methylthio]acetate,,HGTBAIVLETUVCG-UHFFFAOYSA-M,CSCC([O-])=O
mevalonic acid,,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,C[C@@](O)(CCO)CC(O)=O
6-chloro-2-fluoropurine,,UNRIYCIDCQDGQE-UHFFFAOYSA-N,FC1=NC(Cl)=C2N=CN=C2N1
aspartic acid-4-carboxymethyl ester,,VYJCBTPDYBSANG-VKHMYHEASA-N,N[C@@H](CC(=O)OCC(O)=O)C(O)=O
brequinar,,PHEZJEYUWHETKO-UHFFFAOYSA-N,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F
"n-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-(2-thiophen-2-yl-acetylamino)-5-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-benzamide",,ZIXIINLBMSXOQV-ADWZMSLQSA-N,[H][C@]1(CO)O[C@]([H])(OC2=CC(=CC(=C2)N=C(O)CC2=CC=CS2)C(O)=NCCCN2CCN(CCCN)CC2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
ru79073,,NSJSAHCLJYVEDM-UHFFFAOYSA-N,OP(O)(=O)OC1=C2NCCCC2=CC=C1
al5927,,LRRAIRJIZOLGPR-UHFFFAOYSA-N,COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1
9-beta-d-xylofuranosyl-adenine,,OIRDTQYFTABQOQ-GAWUUDPSSA-N,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@@]1([H])O
acylated ceftazidime,,VEHPZKIFULQYFS-BZXVCXBKSA-N,[H][C@](C=O)(N=C(O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(=N)N1)[C@@]1([H])SCC(=C)C(=N1)C(O)=O
flavin-adenine dinucleotide-n5-isobutyl ketone,,NQOFHJRBABCNHU-UYOVOMPXSA-N,[H][C@@](O)(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])([N+]2=CN=C3C2=NC=NC3=N)[C@]([H])(O)[C@]1([H])O)[C@@]([H])(O)[C@@]([H])(O)CN1C2=C(C=C(C)C(C)=C2)N(C(=O)C(C)C)C2=C1N=C(O)N=C2[O-]
phosphomethylphosphonic acid guanylate ester,,GXTIEXDFEKYVGY-KQYNXXCUSA-N,[H][C@]1(COP(O)(=O)CP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
glycoluril,,VPVSTMAPERLKKM-XIXRPRMCSA-N,O=C1N[C@@H]2NC(=O)N[C@@H]2N1
3-[(acetyl-methyl-amino)-methyl]-4-amino-n-methyl-n-(1-methyl-1h-indol-2-ylmethyl)-benzamide,,AWTBJNJPBKTHEV-UHFFFAOYSA-N,CN(CC1=C(N)C=CC(=C1)C(=O)N(C)CC1=CC2=C(C=CC=C2)N1C)C(C)=O
z-pro-prolinal,,ORZXYSPOAVJYRU-HOTGVXAUSA-N,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1C(=O)OCC1=CC=CC=C1)C=O
benzoyl-arginine-alanine-methyl ketone,,FAAPWXRBXXSQNJ-JSGCOSHPSA-N,[H][C@@](C)(N=C(O)[C@]([H])(CCCNC(N)N)N=C(O)OCC1=CC=CC=C1)C(=O)CF
[4-(4-hydroxy-benzyl)-2-(2-hydroxy-1-methyl-ethyl)-5-oxo-imidazolidin-1-yl]-acetic acid,,XSUILVORURXWDH-QIMWGGGBSA-N,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CO)C1=CC=C(O)C=C1
2-(acetylamino)-2-deoxy-6-o-methyl-alpha-d-allopyranose,,YJMIXNAZGREWGZ-GKHCUFPYSA-N,[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N=C
norcamphor,,KPMKEVXVVHNIEY-NTSWFWBYSA-N,[H][C@]12CC[C@]([H])(C1)C(=O)C2
"10-propargyl-5,8-dideazafolic acid",,LTKHPMDRMUCUEB-IBGZPJMESA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O
l-myo-inositol-1-phosphate,,INAPMGSXUVUWAF-PTQMNWPWSA-L,[H][C@]1(O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O)[C@]1([H])O
1-(o-carboxy-phenylamino)-1-deoxy-d-ribulose-5-phosphate,,AULMJMUNCOBRHC-MXWKQRLJSA-N,[H][C@@](O)(CNC1=CC=CC=C1C(O)=O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O
s-phosphocysteine,,MNEMQJJMDDZXRO-REOHCLBHSA-N,N[C@@H](CSP(O)(O)=O)C(O)=O
"n-({4-[(1r)-4-[(2r,4s,5s)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-l-glutamic acid",,KOLDLUFBEMUZIM-YNPGLMGXSA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)[C@@]([H])(CCCC1([H])C(O)=N[C@]([H])(N)N[C@]1([H])N)C(O)(O)C(F)(F)F)C(O)=O
3-deoxy-α-d-manno-oct-2-ulopyranosonic acid,,NNLZBVFSCVTSLA-HXUQBWEZSA-N,[H][C@@](O)(CO)[C@@]1([H])O[C@](O)(C[C@@]([H])(O)[C@@]1([H])O)C(O)=O
biotinyl p-nitroaniline,,PORZMUYPQKOFQY-YDHLFZDLSA-N,[H][C@@]1(CCCCC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)SC[C@]2([H])NC(=O)N[C@]12[H]
isopenicillin n,,MIFYHUACUWQUKT-GTQWGBSQSA-N,[H][C@](N)(CCCC(O)=N[C@]1([H])C(=O)N2[C@]1([H])SC(C)(C)[C@]2([H])C(O)=O)C(O)=O
"(3r,4r)-3-hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",,WFVGWLHAOKEIOJ-MFQSTILNSA-O,[H]N1C=C(C[N+]2([H])C[C@H](O)[C@@H](CO)C2)C2N=CN([H])C(=O)C12
3-tyrosine,,JZKXXXDKRQWDET-QMMMGPOBSA-N,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O
glutaric acid,,JFCQEDHGNNZCLN-UHFFFAOYSA-N,OC(=O)CCCC(O)=O
5-iodouracil,,KSNXJLQDQOIRIP-UHFFFAOYSA-N,IC1=CNC(=O)NC1=O
cra_11092,,CMCDWLMEDRBWIR-GTNSWQLSSA-N,[H][C@]1(C)CCCC[C@]1([H])OC1=CC=CC(C2=NC3=C(N2)C=C(F)C(=C3)C(N)=N)=C1O
"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",,CUDPPTPIUWYGFI-UHFFFAOYSA-N,CCOCCOCCOCCOCCOCCOCCOCCOCCO
n-{1-[5-(1-carbamoyl-2-mercapto-ethylcarbamoyl)-pentylcarbamoyl]-2-[4-(difluoro-phosphono-methyl)-phenyl]-ethyl}-3-{2-[4-(difluoro-phosphono-methyl)-phenyl]-acetylamino}-succinamic acid,,JNKZDIBIDJQPGC-BOMBAVFCSA-N,[H]C(CS)(N=C(O)CCCCCN=C(O)[C@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)N=C(O)C([H])(CC(O)=O)N=C(O)CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N
sp-876,,SRAHBOKVSSZEHQ-LSDHHAIUSA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC[C@]1([H])C(O)=NCCC(O)=O)C(O)=O
cyclohexylformamide,,SWGXDLRCJNEEGZ-UHFFFAOYSA-N,O=CNC1CCCCC1
p-hydroxybenzaldehyde,,RGHHSNMVTDWUBI-UHFFFAOYSA-N,OC1=CC=C(C=O)C=C1
tetrahydrodeoxyuridine,,XMJRLEURHMTTRX-FWHJPCMOSA-N,[H]N1C(=O)CCN(C2C[C@H](O)[C@@H](CO)O2)C1=O
"(4r)-2-methylpentane-2,4-diol",,SVTBMSDMJJWYQN-YFKPBYRVSA-N,C[C@H](O)CC(C)(C)O
1-o-octyl-2-heptylphosphonyl-sn-glycero-3-phosphoethanolamine,,RCCNUBYROFOKAU-HXUWFJFHSA-N,[H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC
spermidine,,ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN
alpha-n-acetyl-d-galactosamine,,OVRNDRQMDRJTHS-CBQIKETKSA-N,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
butyric acid,,FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(O)=O
"4,5-dehydro-l-iduronic acid",,BPCLKHIDDIVGBM-QEMYTOFESA-N,[H][C@@]1(O)OC(C(O)=O)=C(O)[C@]([H])(O)[C@@]1([H])O
tris-hydroxymethyl-methyl-ammonium,,DRDCQJADRSJFFD-UHFFFAOYSA-N,C[N+](CO)(CO)CO
"3-(5-amino-7-hydroxy-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-n-(3,5-dichlorobenzyl)-benzamide",,JMQTXEWNXSPEKX-UHFFFAOYSA-N,NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1
fr230513,,URGFTPMACWKJKU-OAHLLOKOSA-N,[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O
wrr-99,,KVZMXOVSHIMGNA-CVEARBPZSA-N,[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C
ferricrocin-iron,,FNBCUYMSQPYITB-AFXYHRJJSA-N,[H][C@]1(CO)NC(=O)CNC(=O)[C@]2([H])CCCN3O[Fe-3]456(ON(CCC[C@]([H])(NC(=O)CNC1=O)C(=O)N[C@@]([H])(CCCN(O4)C(C)=[O+]5)C(=O)N2)C(C)=[O+]6)[O+]=C3C
phencyclidine,,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1
n-pyridoxyl-threonine-5-monophosphate,,IZWQBQLGLAKRMN-UHFFFAOYSA-N,CC(O)C(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
alpha-benzyl-aminobenzyl-phosphonic acid,,SLMGIUOAZCYKPE-CQSZACIVSA-N,[H][C@](NCC1=CC=CC=C1)(C1=CC=CC=C1)P(O)(O)=O
pyruvamide,,FPOLWERNILTNDK-UHFFFAOYSA-N,CC(=O)C(N)=O
glucose-6-phosphate,,VFRROHXSMXFLSN-KCDKBNATSA-N,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O
n~2~-succinylornithine,,VWXQFHJBQHTHMK-LURJTMIESA-N,NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O
"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",,AYOAIABDFUJDKQ-SQJPUDIVSA-N,OC1CCN(CC1)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)\C2=C1/NC2=C(C=CC=C2)[C@]1(C)O
4-thio-beta-d-glucopyranose,,KGSURTOFVLAWDC-QZABAPFNSA-N,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S)[C@]([H])(O)[C@@]1([H])O
oxyphenbutazone,M01AA03,HFHZKZSRXITVMK-UHFFFAOYSA-N,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1
"(3r,4r,5s,6r)-6-fluoro-3,4,5-trihydroxytetrahydro-2h-pyran-2-olate",,CSWSGZBYLQUXQI-ZAMRNKCBSA-N,[H][C@]1(F)OC([O-])[C@H](O)[C@@H](O)[C@@H]1O
pyruvaldehyde,,AIJULSRZWUXGPQ-UHFFFAOYSA-N,CC(=O)C=O
diphenylacetic acid,,PYHXGXCGESYPCW-UHFFFAOYSA-N,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
alpha-ketomalonic acid,,XEEVLJKYYUVTRC-UHFFFAOYSA-N,OC(=O)C(=O)C(O)=O
"2,6-diaminopimelic acid",,GMKMEZVLHJARHF-WHFBIAKZSA-N,N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O
ru82209,,LVZDQVATAQEMCX-NSOVKSMOSA-N,[H][C@@](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
pterin-6-yl-methyl-monophosphate,,AJXFJEHKGGCFNM-UHFFFAOYSA-N,NC1=NC2=NC=C(COP(O)(O)=O)N=C2C(=O)N1
n7-methyl-guanosine-5'-monophosphate,,AOKQNZVJJXPUQA-KQYNXXCUSA-O,C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(O)=NC(=N)N2
"1,2,4-triazole",,NSPMIYGKQJPBQR-UHFFFAOYSA-N,N1C=NC=N1
cra_9785,,PJUALJXOBAXGBO-UHFFFAOYSA-N,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(OC(F)(F)F)=CC=C1[O-]
n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide,,FSRPBGBMEKDSIJ-CYBMUJFWSA-N,[H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1
gamma-glutamyl[s-(2-iodobenzyl)cysteinyl]glycine,,QFYJAEOZTBVJQM-STQMWFEESA-N,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC1=CC=CC=C1I)C(O)=NCC(O)=O)C(O)=O
"al-6629, [2h-thieno[3,2-e]-1,2-thiazine-6-sulfonamide,2-(3-methoxyphenyl)-3-(4-morpholinyl)-, 1,1-dioxide]",,XSUAVPPTKHUTDX-UHFFFAOYSA-N,COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
capric acid,,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(O)=O
5-deoxyflavanone,,FURUXTVZLHCCNA-AWEZNQCLSA-N,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=CC=C(O)C=C2O1
s-benzyl-glutathione,,XYJWEQWNNKNSFU-STQMWFEESA-N,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC1=CC=CC=C1)C(O)=NCC(O)=O)C(O)=O
glucaric acid,,DSLZVSRJTYRBFB-LLEIAEIESA-N,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O
tiratricol,H03AA04,UOWZUVNAGUAEQC-UHFFFAOYSA-N,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1
"(2s)-2-[(2,4-dichloro-benzoyl)-(3-trifluoromethyl-benzyl)-amino]-3-phenyl-propionic acid",,LAJJKGIZTCCOHY-NRFANRHFSA-N,[H][C@@](CC1=CC=CC=C1)(N(CC1=CC(=CC=C1)C(F)(F)F)C(=O)C1=C(Cl)C=C(Cl)C=C1)C(O)=O
